34,21,49,255,33.35650285927989
78,65,75,255,67.54703715890945
23,7,18,255,41.418029820333786
15,0,10,255,53.321440097964704
17,1,12,255,50.519034881099515
30,14,25,255,31.816351475696987
71,38,57,255,35.27038293447886
98,31,49,255,43.53337943119038
82,21,37,255,22.19384391473394
73,9,33,255,14.792956857114046
93,19,54,255,39.820794382339116
91,7,66,255,47.83478554056214
75,0,37,255,23.294917776160087
117,0,2,255,64.82783189952178
120,0,4,255,66.61909176240886
126,7,11,255,68.32550915961085
29,16,42,255,34.396696511112744
43,30,56,255,34.099659601404376
63,50,60,255,44.265126869199435
15,2,12,255,51.972675375661105
11,0,6,255,58.355592721864
15,0,10,255,53.321440097964704
48,17,35,255,14.124922154061261
95,34,67,255,52.72464997924197
104,37,55,255,53.23941616490829
87,26,44,255,30.530153288759045
77,15,38,255,17.835539690498322
81,10,44,255,25.32221523009883
77,0,40,255,25.543072661553975
103,11,36,255,42.68917820139902
106,0,0,255,56.68112994194237
119,3,6,255,64.23104943539828
29,16,42,255,34.396696511112744
23,11,35,255,39.07753787534254
75,63,87,255,74.21242018711001
40,27,37,255,24.286352945055462
17,1,12,255,50.519034881099515
11,0,6,255,58.355592721864
30,3,20,255,35.84331934528952
77,24,52,255,27.811956631092976
98,31,64,255,51.85151719211985
95,33,54,255,44.22846867462524
80,18,43,255,22.815271023624874
74,7,40,255,19.273261260188026
94,13,56,255,42.04119037808698
76,0,19,255,25.398794342323
112,17,37,255,51.25267776401388
102,0,0,255,53.577323954024685
114,1,3,255,61.54651620943725
125,10,13,255,66.43718481576708
32,20,44,255,32.48036991352307
32,20,44,255,32.48036991352307
40,28,52,255,32.30090052758653
26,12,25,255,35.99814330783167
8,0,7,255,60.56900647649266
18,0,11,255,50.35609786194177
48,6,28,255,17.612120398511067
81,27,51,255,30.349965002702074
103,30,59,255,52.352502025493806
105,31,58,255,53.675845940621215
100,36,60,255,52.38886296282663
82,20,45,255,25.72216997406893
79,14,44,255,22.858045844628204
83,7,45,255,28.406520629518834
91,3,45,255,36.31784702774763
90,1,29,255,33.16501257444242
116,14,12,255,57.77883466061426
109,1,1,255,58.28728535755032
121,8,10,255,63.755789419828766
44,32,56,255,34.37346429267659
30,18,42,255,33.43472735683451
28,16,40,255,34.710049800200835
67,53,76,255,58.38006143005022
54,40,53,255,32.972328242320025
19,5,18,255,45.640325311988725
14,0,8,255,54.96208511670263
23,0,9,255,46.997049825149205
58,17,35,255,5.921617127982377
88,33,56,255,40.39877369680646
98,32,59,255,49.012258229409525
100,35,59,255,51.47427956510243
89,27,52,255,36.666838631138084
83,21,46,255,27.2245614532468
75,6,37,255,19.215419453584918
96,11,53,255,42.16271007464992
73,0,26,255,21.440568598869916
97,7,35,255,37.59991463153135
103,0,1,255,53.795723204774376
111,2,5,255,57.82901094553989
127,8,12,255,68.8616142714269
29,15,38,255,33.27846575491646
35,21,44,255,29.912147898160985
33,19,42,255,30.68620464619273
44,32,44,255,26.5102862892905
10,0,7,255,58.81934180403445
14,0,5,255,56.23296060399739
33,5,17,255,33.495033764159004
67,22,42,255,14.028896997084834
97,37,63,255,52.41859205142444
100,31,59,255,50.2515209357908
99,35,61,255,51.89254479962484
86,24,47,255,30.72502138928148
71,7,33,255,14.612600647145687
83,7,43,255,27.40694169157365
71,0,22,255,21.564035669431156
105,15,40,255,44.96045354961679
109,11,10,255,52.21520575055294
99,0,0,255,51.330926399285545
115,0,3,255,62.67720753812513
54,40,63,255,40.57245662600555
37,24,44,255,28.707779292056998
30,17,37,255,31.989210131768328
67,54,74,255,57.45031014958058
78,66,78,255,70.26651902669266
19,7,17,255,45.412964713639084
11,0,4,255,59.20798291218934
19,0,6,255,51.63154947085905
43,9,25,255,20.712685879919608
78,29,51,255,29.21725156123782
89,26,47,255,33.643507941807904
78,15,36,255,17.968631751376954
77,11,38,255,18.80745532136766
87,11,47,255,31.517095765190525
98,12,59,255,47.119751217677496
86,1,32,255,29.805740247929034
114,21,40,255,53.823957910611796
122,20,31,255,60.838382561123844
100,4,5,255,48.086174948992216
105,1,2,255,54.535142482867236
117,4,6,255,62.214257304565464
29,14,33,255,32.54051097370351
35,20,39,255,27.823823664443175
34,19,38,255,28.40102894550319
59,49,58,255,42.20538023568779
10,1,4,255,59.7756351139109
11,0,3,255,59.65475890350345
27,1,14,255,41.22517398701714
55,13,35,255,9.111191577322737
86,30,59,255,40.11665312922706
102,28,55,255,48.95361358471046
94,26,47,255,37.87692818070855
85,22,41,255,26.568944138856132
73,12,30,255,12.978297491623112
73,7,34,255,16.23371501161604
98,17,60,255,47.43046026546049
76,0,32,255,22.950675438391087
94,8,33,255,34.24024688782737
115,21,35,255,54.121148861084045
114,20,21,255,53.60892917100799
96,0,0,255,49.16501162354417
108,4,5,255,54.74232293268879
48,33,52,255,29.971194491000254
33,18,37,255,29.07011742350883
34,19,38,255,28.40102894550319
70,55,74,255,58.466232121158306
34,25,28,255,28.32397904237068
10,0,3,255,60.4990499717137
18,1,11,255,50.01832781069337
28,0,15,255,40.433508853592
64,18,46,255,16.196855752984934
92,31,62,255,46.383818294783204
103,28,59,255,51.90945403427283
103,31,53,255,49.55311402178449
91,27,44,255,34.240438582946034
74,17,32,255,12.933058609968098
78,19,41,255,20.093101574361185
78,7,41,255,22.59589408984063
76,0,24,255,23.65530928816029
98,10,32,255,37.575436469298545
90,0,0,255,45.12058392587532
100,4,5,255,48.086174948992216
109,0,3,255,57.611640062108414
76,63,80,255,69.19374001684345
35,22,39,255,28.07771738413004
35,22,39,255,28.07771738413004
39,25,42,255,26.335405451567382
73,64,69,255,61.8252356073523
23,12,16,255,41.087052197629404
8,0,4,255,61.7731301090083
26,3,19,255,39.64376005845783
43,5,28,255,22.165608452263672
73,20,48,255,21.61754054148908
100,33,51,255,46.73594506365979
84,27,42,255,27.435946976112408
71,16,35,255,11.053813139892037
75,10,40,255,18.55541396057367
102,19,63,255,52.447568129440164
105,18,61,255,53.61461137853578
89,2,34,255,32.030208792312614
104,10,34,255,43.60085620007395
106,14,15,255,47.36587963155987
94,3,2,255,45.49909317681337
100,0,2,255,50.9431956079911
51,39,53,255,33.09701297031399
32,20,34,255,29.597713134117093
25,11,26,255,37.014991082727946
64,50,67,255,49.317558069782805
57,46,52,255,36.25636822227375
8,0,7,255,60.56900647649266
17,3,16,255,48.59985450894604
23,0,15,255,44.63286430913258
53,9,32,255,11.951248670210555
89,26,53,255,37.0304673316497
92,35,50,255,40.65839312675547
67,13,29,255,7.369292778234621
76,14,39,255,17.61674542288059
82,6,42,255,26.56301441362783
93,4,48,255,38.89573118766081
81,0,26,255,26.685945377380687
93,3,3,255,44.16454741364518
93,1,2,255,45.46888185742071
103,3,5,255,50.811901491621015
31,19,31,255,30.27685490986156
37,25,39,255,26.90275475677311
32,20,34,255,29.597713134117093
35,28,36,255,28.883428155211888
