165,153,177,255,65.20631622960396
174,162,184,255,69.39515359251239
181,169,189,255,74.16135777051679
171,158,176,255,63.553831573202245
150,137,154,255,60.95121052513647
128,116,130,255,79.40539728408754
129,117,129,255,78.43866837929355
178,67,136,255,62.45217030411143
193,67,149,255,58.25653147660318
200,69,162,255,59.18270198730518
212,80,179,255,59.623793071309755
202,76,176,255,60.544128048250656
215,93,192,255,62.54943742121708
219,99,196,255,64.2654776008855
220,99,194,255,62.650269366070134
221,96,190,255,60.539650569558965
228,108,198,255,65.7942945723782
208,96,180,255,50.12872627822173
175,77,154,255,57.85916932649795
157,76,145,255,68.48736756051375
180,103,171,255,47.15273379383236
201,120,189,255,51.978918724617166
227,134,205,255,71.4997862796064
222,111,188,255,54.04756958757054
228,110,188,255,56.243475059363895
230,117,189,255,56.83101185315704
191,89,155,255,40.92352036709315
206,103,98,255,43.92447407267944
207,109,100,255,39.728922270669095
210,110,100,255,39.532141400266255
221,117,108,255,33.09377257073683
228,119,116,255,30.31469048021211
237,129,127,255,32.61592726012706
226,125,121,255,25.38508878639122
234,133,131,255,29.886673466074342
247,139,139,255,43.52256025175624
231,106,110,255,40.066444556586696
247,120,114,255,46.57654041543213
247,141,128,255,45.28195361915055
237,134,125,255,34.64726389061563
213,70,98,255,65.85107488061769
215,82,109,255,50.057968974263325
209,85,111,255,45.8303112274165
220,100,127,255,28.000866373901683
220,101,129,255,26.50752105286609
227,104,135,255,27.427042127898886
234,109,143,255,30.83249073958345
237,112,146,255,33.07640424364622
241,117,151,255,37.197573844284626
235,114,147,255,30.949297825053883
216,91,125,255,34.98865945289856
125,113,137,255,82.339439171844
179,167,189,255,73.65254507663703
174,162,182,255,68.06829592823564
178,165,183,255,68.7292047344336
172,159,176,255,63.566455797733674
141,129,143,255,66.36748645686156
131,117,130,255,76.35194861131939
185,62,142,255,64.37563015780898
197,67,157,255,59.57346283040437
200,69,165,255,60.491188299205724
203,77,176,255,59.709264240762856
205,83,182,255,59.534964629496706
210,90,187,255,59.32818481819683
218,99,193,255,61.35194285442292
221,97,191,255,60.98731204099817
221,101,190,255,58.532708007633516
219,107,191,255,57.085123433165485
186,88,165,255,48.759671802168874
160,77,147,255,65.90384575899357
168,88,157,255,55.43234230459283
194,111,181,255,46.84640065107811
222,129,200,255,64.75499504973902
236,125,202,255,70.93918472824974
229,112,190,255,58.03045266480867
228,114,189,255,56.41230889645111
223,118,187,255,52.3620253269809
212,109,102,255,38.20702888176678
211,108,99,255,41.225970135220635
216,112,103,255,37.09700431067163
220,111,108,255,34.184270831638344
228,120,118,255,28.837139483487327
229,128,124,255,26.529394361265837
227,126,122,255,25.655501233078606
245,137,135,255,40.966020036832504
244,124,126,255,38.940549342790895
221,94,88,255,58.724116302883
242,134,124,255,39.411052243723034
245,141,132,255,42.83043360537507
223,111,110,255,33.81059034714695
215,81,108,255,51.43342608582993
214,87,114,255,43.039701211921184
220,97,125,255,31.193539663863476
217,97,125,255,30.047291075632117
226,103,134,255,27.503465764481525
234,109,141,255,30.532737408427284
235,110,142,255,31.1456267312043
243,119,153,255,39.56341139937346
240,116,150,255,36.08126229878155
230,105,139,255,29.04194280512872
167,155,177,255,64.92359560541648
172,160,180,255,66.6309904542833
176,163,181,255,67.06787279892379
187,174,191,255,76.99171686031052
158,146,160,255,58.7305494838058
129,115,128,255,78.71477647234025
188,62,146,255,63.83735455907706
192,63,156,255,63.976417574771034
201,77,173,255,57.98108695936932
198,78,175,255,58.84054200882013
206,87,181,255,56.164372711550705
217,98,190,255,58.87159289190601
221,98,189,255,58.81550409165999
213,93,180,255,52.12741494196789
224,112,194,255,60.061026797440604
199,98,174,255,44.67130737431524
167,80,151,255,59.72031833294337
180,93,164,255,47.85334431934741
209,113,185,255,48.56718688791564
241,133,209,255,80.0524177334731
236,122,200,255,69.07500509577011
229,115,192,255,59.401557533541784
227,120,192,255,58.26470208609797
208,111,180,255,44.11320715097267
217,105,103,255,39.87664402730158
213,106,98,255,43.12505183087108
214,107,99,255,41.99490571775164
218,109,104,255,37.69039558138399
219,111,108,255,33.81072759295555
233,129,126,255,29.325845385216446
226,125,121,255,25.38508878639122
241,133,131,255,36.37315980703396
250,134,135,255,44.795010747999406
238,107,112,255,43.077994818298535
239,122,115,255,39.227416479939706
245,136,129,255,41.41045495850139
210,102,100,255,42.72170898611749
211,74,100,255,61.308916505952055
217,87,113,255,44.18615032350578
216,92,118,255,37.216011379439756
216,93,121,255,34.89740496728793
224,101,130,255,28.433117589325608
231,106,138,255,29.23768152862631
231,106,138,255,29.23768152862631
241,116,150,255,37.00346687810791
241,116,150,255,37.00346687810791
246,118,153,255,42.417626220815556
210,80,116,255,47.60014666354864
175,162,182,255,67.5921000006629
169,156,174,255,62.42984451350085
183,170,187,255,72.74968331056905
173,161,175,255,63.610593497331514
154,142,156,255,59.313315531671556
