hot,lat,lng
1391,31.119812697,121.428769962
102,31.119822297,121.253006643
102,31.119822297,121.253006643
102,31.119822297,121.253006643
1392,31.119878364,121.459668177
272,31.119880243,121.291788947
272,31.119880243,121.291788947
272,31.119880243,121.291788947
1372,31.119962178,121.458573879
769,31.119979017,121.584929986
769,31.119979017,121.584929986
1388,31.120035341,121.431079302
1388,31.120035341,121.431079302
1388,31.120035341,121.431079302
1388,31.120035341,121.431079302
482,31.12005281,121.343265512
482,31.12005281,121.343265512
482,31.12005281,121.343265512
482,31.12005281,121.343265512
277,31.120077373,121.292813999
841,31.120232009,121.571841358
786,31.120243883,121.582878034
1354,31.120267119,121.43862332
1354,31.120267119,121.43862332
1354,31.120267119,121.43862332
1354,31.120267119,121.43862332
1354,31.120267119,121.43862332
688,31.120305591,121.604895316
688,31.120305591,121.604895316
498,31.120320569,121.344480126
498,31.120320569,121.344480126
498,31.120320569,121.344480126
802,31.120351066,121.580592035
103,31.120384511,121.251371068
1280,31.120493261,121.405619427
1280,31.120493261,121.405619427
1280,31.120493261,121.405619427
592,31.120543849,121.359214887
1423,31.120655368,121.463847591
1423,31.120655368,121.463847591
1423,31.120655368,121.463847591
1423,31.120655368,121.463847591
1423,31.120655368,121.463847591
1423,31.120655368,121.463847591
1423,31.120655368,121.463847591
1423,31.120655368,121.463847591
1423,31.120655368,121.463847591
1423,31.120655368,121.463847591
1423,31.120655368,121.463847591
104,31.120733531,121.259271241
104,31.120733531,121.259271241
714,31.120778271,121.600252803
714,31.120778271,121.600252803
1362,31.120817269,121.432350785
1362,31.120817269,121.432350785
1362,31.120817269,121.432350785
104,31.120885372,121.24907551
815,31.120939941,121.580125387
1380,31.12096959,121.430040853
1380,31.12096959,121.430040853
1380,31.12096959,121.430040853
1380,31.12096959,121.430040853
1380,31.12096959,121.430040853
1380,31.12096959,121.430040853
1380,31.12096959,121.430040853
1380,31.12096959,121.430040853
1380,31.12096959,121.430040853
1380,31.12096959,121.430040853
1380,31.12096959,121.430040853
1380,31.12096959,121.430040853
426,31.12098598,121.334733132
1380,31.121004429,121.430029885
122,31.121025363,121.264957604
122,31.121025363,121.264957604
122,31.121025363,121.264957604
122,31.121025363,121.264957604
122,31.121025363,121.264957604
122,31.121025363,121.264957604
122,31.121025363,121.264957604
122,31.121025363,121.264957604
122,31.121025363,121.264957604
741,31.12105646,121.592239079
741,31.12105646,121.592239079
740,31.121364133,121.600365182
740,31.121364133,121.600365182
1347,31.121366802,121.43510831
1347,31.121366802,121.43510831
796,31.12137118,121.586469985
820,31.121423645,121.583164812
795,31.121508166,121.58713176
798,31.121674401,121.587590695
1397,31.121675456,121.429557477
349,31.121701224,121.312925686
349,31.121701224,121.312925686
349,31.121701224,121.312925686
349,31.121701224,121.312925686
1424,31.121745958,121.421924342
794,31.121752561,121.588165186
794,31.121752561,121.588165186
1117,31.121768362,121.481763666
843,31.121873289,121.581773653
580,31.121886902,121.359740039
1000,31.121892002,121.385676581
1447,31.121959919,121.464593148
1360,31.121970938,121.438483161
1360,31.121970938,121.438483161
1360,31.121970938,121.438483161
1360,31.121970938,121.438483161
1360,31.121970938,121.438483161
1360,31.121970938,121.438483161
1360,31.121970938,121.438483161
676,31.12198828,121.609701575
751,31.122015433,121.596270218
1428,31.12205744,121.466073124
1428,31.12205744,121.466073124
1428,31.12205744,121.466073124
1109,31.122082236,121.482318151
1109,31.122082236,121.482318151
1109,31.122082236,121.482318151
680,31.122104654,121.609675439
680,31.122104654,121.609675439
680,31.122104654,121.609675439
1369,31.1222302,121.434071012
1369,31.1222302,121.434071012
1369,31.1222302,121.434071012
1369,31.1222302,121.434071012
1369,31.1222302,121.434071012
1369,31.1222302,121.434071012
1401,31.122243296,121.428236454
1401,31.122243296,121.428236454
1401,31.122243296,121.428236454
1400,31.122359821,121.430764812
152,31.122449556,121.763762244
629,31.122504574,121.365845816
629,31.122504574,121.365845816
440,31.122505252,121.33619093
773,31.122528301,121.592456673
773,31.122528301,121.592456673
848,31.122585636,121.497401852
1403,31.122605415,121.4686802
1403,31.122605415,121.4686802
1403,31.122605415,121.4686802
1403,31.122605415,121.4686802
1383,31.122663666,121.434201487
1383,31.122663666,121.434201487
1383,31.122663666,121.434201487
1383,31.122663666,121.434201487
1383,31.122663666,121.434201487
1383,31.122663666,121.434201487
1383,31.122663666,121.434201487
275,31.122690224,121.289661104
130,31.122812021,121.267208328
130,31.122812021,121.267208328
130,31.122812021,121.267208328
130,31.122812021,121.267208328
130,31.122812021,121.267208328
522,31.122827048,121.350495371
522,31.122827048,121.350495371
522,31.122827048,121.350495371
522,31.122827048,121.350495371
522,31.122827048,121.350495371
866,31.12283635,121.582125587
866,31.12283635,121.582125587
866,31.12283635,121.582125587
8,31.122861997,120.933059007
352,31.122867857,121.319061767
778,31.122905341,121.593788912
778,31.122905341,121.593788912
815,31.123043791,121.589063767
880,31.123132739,121.576723016
880,31.123132739,121.576723016
896,31.123147979,121.574667347
896,31.123147979,121.574667347
1060,31.123176847,121.545868997
1060,31.123176847,121.545868997
1407,31.123186477,121.431769017
1407,31.123186477,121.431769017
1407,31.123186477,121.431769017
1407,31.123186477,121.431769017
1407,31.123186477,121.431769017
1408,31.123211515,121.431771998
1161,31.123212752,121.481244738
1161,31.123212752,121.481244738
573,31.123260328,121.625500048
137,31.123275002,121.769902781
137,31.123275002,121.769902781
879,31.123275608,121.581070776
125,31.123285631,121.710643896
296,31.123287908,121.293332531
852,31.123316156,121.583928099
847,31.123421267,121.585403907
847,31.123421267,121.585403907
154,31.123425147,121.762580303
154,31.123425147,121.762580303
154,31.123425147,121.762580303
871,31.123429213,121.582628184
1046,31.123535185,121.554141354
1046,31.123535185,121.554141354
1046,31.123535185,121.554141354
735,31.123620859,121.512606499
854,31.123673709,121.584480114
1423,31.1236916,121.429376482
1423,31.1236916,121.429376482
1423,31.1236916,121.429376482
1423,31.1236916,121.429376482
723,31.123698628,121.606293282
1473,31.12370821,121.465140731
888,31.123746461,121.578097423
486,31.123758749,121.343249351
486,31.123758749,121.343249351
486,31.123758749,121.343249351
486,31.123758749,121.343249351
486,31.123758749,121.343249351
988,31.123765685,121.559676356
988,31.123765685,121.559676356
988,31.123765685,121.559676356
988,31.123765685,121.559676356
882,31.123773206,121.581766978
883,31.123804232,121.581395681
859,31.123922911,121.584072424
1193,31.123975285,121.480293933
153,31.124003891,121.762425626
898,31.124078464,121.576535192
650,31.124129168,121.366582323
650,31.124129168,121.366582323
838,31.124145024,121.588008654
838,31.124145024,121.588008654
144,31.124150768,121.716241299
144,31.124150768,121.716241299
144,31.124150768,121.716241299
1084,31.124153102,121.485262658
1080,31.124300114,121.553462093
1473,31.124331181,121.460220564
1473,31.124346518,121.460431238
1431,31.124366417,121.427685889
1431,31.124366417,121.427685889
1431,31.124366417,121.427685889
385,31.124384257,121.328004656
731,31.124395404,121.516348847
699,31.12439653,121.608026145
847,31.124408727,121.591230175
711,31.124453465,121.37154929
711,31.124453465,121.37154929
711,31.124453465,121.37154929
711,31.124453465,121.37154929
108,31.124556547,121.25712442
906,31.124578744,121.582861577
906,31.124578744,121.582861577
906,31.124578744,121.582861577
890,31.12459426,121.584825104
926,31.124673864,121.382220154
926,31.124673864,121.382220154
926,31.124673864,121.382220154
926,31.124673864,121.382220154
926,31.124673864,121.382220154
926,31.124673864,121.382220154
788,31.124679093,121.522691361
788,31.124679093,121.522691361
788,31.124679093,121.522691361
788,31.124679093,121.522691361
788,31.124679093,121.522691361
788,31.124679093,121.522691361
788,31.124679093,121.522691361
788,31.124679093,121.522691361
1381,31.124720132,121.44028897
1381,31.124720132,121.44028897
1381,31.124720132,121.44028897
1381,31.124720132,121.44028897
1381,31.124720132,121.44028897
1381,31.124720132,121.44028897
1097,31.124750806,121.485217197
1097,31.124750806,121.485217197
929,31.124764974,121.581629088
6,31.124793043,120.884782263
903,31.124847339,121.584234666
900,31.124904216,121.500697072
900,31.124904216,121.500697072
900,31.124904216,121.500697072
900,31.124904216,121.500697072
837,31.124950424,121.594514581
857,31.125092286,121.509230531
857,31.125092286,121.509230531
857,31.125092286,121.509230531
857,31.125092286,121.509230531
785,31.125165046,121.37649263
785,31.125165046,121.37649263
785,31.125165046,121.37649263
1120,31.125205492,121.484420473
841,31.125210634,121.593066503
880,31.125228443,121.588727361
1431,31.125293061,121.453358004
1431,31.125293061,121.453358004
1431,31.125293061,121.453358004
1431,31.125293061,121.453358004
687,31.125328552,121.369486414
1131,31.125372099,121.484269721
116,31.125568544,121.70455459
8,31.125642242,120.928923198
1096,31.125708795,121.555691113
956,31.125737517,121.383650973
956,31.125737517,121.383650973
956,31.125737517,121.383650973
956,31.125737517,121.383650973
956,31.125737517,121.383650973
956,31.125737517,121.383650973
1504,31.125760864,121.46741032
1504,31.125760864,121.46741032
1504,31.125760864,121.46741032
1504,31.125760864,121.46741032
1504,31.125760864,121.46741032
1504,31.125760864,121.46741032
1504,31.125760864,121.46741032
1504,31.125760864,121.46741032
1504,31.125760864,121.46741032
1504,31.125760864,121.46741032
1504,31.125760864,121.46741032
1504,31.125760864,121.46741032
1504,31.125760864,121.46741032
1504,31.125760864,121.46741032
1504,31.125760864,121.46741032
466,31.125797449,121.340480743
466,31.125797449,121.340480743
435,31.125938855,121.336300788
1476,31.126046412,121.423851687
1476,31.126046412,121.423851687
1476,31.126046412,121.423851687
1476,31.126046412,121.423851687
1476,31.126046412,121.423851687
1476,31.126046412,121.423851687
1476,31.126046412,121.423851687
1473,31.126137195,121.424692857
1473,31.126137195,121.424692857
1473,31.126137195,121.424692857
1451,31.126212025,121.413517314
1446,31.12621634,121.452164667
1446,31.12621634,121.452164667
879,31.126221677,121.511514778
865,31.126232889,121.593152413
865,31.126232889,121.593152413
865,31.126232889,121.593152413
842,31.126249918,121.597113551
348,31.126303084,121.31682001
871,31.126401667,121.522884794
941,31.126438267,121.508389317
1129,31.126468773,121.55847833
1059,31.126513267,121.569146289
1059,31.126513267,121.569146289
1059,31.126513267,121.569146289
1314,31.126536112,121.404698757
921,31.12657331,121.381243999
921,31.12657331,121.381243999
921,31.12657331,121.381243999
921,31.12657331,121.381243999
936,31.126597971,121.587701158
936,31.126597971,121.587701158
936,31.126597971,121.587701158
948,31.126601849,121.50338731
744,31.12662223,121.37453667
744,31.12662223,121.37453667
744,31.12662223,121.37453667
954,31.126657774,121.503408297
1473,31.126678909,121.454326105
1469,31.126776733,121.45421584
1469,31.126776733,121.45421584
1469,31.126776733,121.45421584
1469,31.126776733,121.45421584
1469,31.126776733,121.45421584
1469,31.126776733,121.45421584
1469,31.126776733,121.45421584
1469,31.126776733,121.45421584
882,31.126915963,121.594788924
976,31.126938639,121.5007491
976,31.126938639,121.5007491
1403,31.126944538,121.446325118
1403,31.126944538,121.446325118
997,31.127028608,121.38431172
997,31.127028608,121.38431172
997,31.127028608,121.38431172
997,31.127028608,121.38431172
997,31.127028608,121.38431172
997,31.127028608,121.38431172
997,31.127028608,121.38431172
997,31.127028608,121.38431172
982,31.127043227,121.500312376
982,31.127043227,121.500312376
1211,31.127101079,121.552995196
1160,31.127104003,121.539914624
1122,31.127180032,121.389806004
8,31.127241327,120.91210743
1404,31.127297493,121.446398924
1404,31.127297493,121.446398924
1045,31.127338945,121.38681621
1045,31.127338945,121.38681621
1067,31.12736019,121.532262723
1415,31.127363484,121.410431362
1532,31.127432263,121.467490789
1172,31.127559388,121.55691212
1172,31.127559388,121.55691212
90,31.127562159,121.219068401
90,31.127562159,121.219068401
1490,31.127659919,121.425441724
1490,31.127659919,121.425441724
1004,31.127722903,121.584691998
270,31.127764535,121.644050608
1512,31.127804843,121.418333894
1512,31.127804843,121.418333894
1512,31.127804843,121.418333894
1512,31.127804843,121.418333894
880,31.127814242,121.51501005
32,31.127943971,121.120077898
1032,31.12795794,121.582815692
1105,31.127977751,121.567840796
1034,31.127985282,121.582791588
1486,31.128045278,121.453417667
1008,31.12810765,121.586392718
1008,31.12810765,121.586392718
1008,31.12810765,121.586392718
930,31.128140942,121.592436945
1497,31.128218126,121.426467976
1497,31.128218126,121.426467976
1497,31.128218126,121.426467976
1497,31.128218126,121.426467976
1497,31.128218126,121.426467976
1169,31.128273834,121.559782946
1169,31.128273834,121.559782946
810,31.128319437,121.604159615
810,31.128319437,121.604159615
1087,31.128352295,121.573743066
1097,31.128368757,121.530789094
1495,31.128369984,121.428324245
1098,31.128393299,121.571619717
1098,31.128393299,121.571619717
1098,31.128393299,121.571619717
1098,31.128393299,121.571619717
1524,31.12839596,121.416254714
87,31.128481398,121.217871435
87,31.128481398,121.217871435
790,31.128493665,121.605831845
790,31.128493665,121.605831845
907,31.128542772,121.516656859
907,31.128542772,121.516656859
907,31.128542772,121.516656859
1100,31.128552331,121.571800862
1496,31.128577527,121.429344137
960,31.128651308,121.511908849
1063,31.128695219,121.579289401
1063,31.128695219,121.579289401
1212,31.128719248,121.539569335
182,31.128749701,121.273069067
736,31.128804452,121.607736604
736,31.128804452,121.607736604
736,31.128804452,121.607736604
375,31.128806299,121.32871571
1232,31.128854328,121.540796349
1232,31.128854328,121.540796349
1232,31.128854328,121.540796349
1232,31.128854328,121.540796349
1232,31.128854328,121.540796349
1232,31.128854328,121.540796349
917,31.128867603,121.514951515
1269,31.128921096,121.39645411
1528,31.128968357,121.414554669
1528,31.128968357,121.414554669
1528,31.128968357,121.414554669
1528,31.128968357,121.414554669
1528,31.128968357,121.414554669
1528,31.128968357,121.414554669
1587,31.128972755,121.46537599
1587,31.128972755,121.46537599
1587,31.128972755,121.46537599
1531,31.128996745,121.414522806
1114,31.129028021,121.571250862
1076,31.129069713,121.575214554
1270,31.129107518,121.398797735
990,31.129161763,121.589863316
1018,31.129305925,121.50429331
1465,31.129362385,121.439061534
433,31.129432304,121.337223109
1166,31.129478029,121.390730714
1166,31.129478029,121.390730714
1525,31.129542871,121.424931801
1525,31.129542871,121.424931801
1525,31.129542871,121.424931801
1247,31.129545702,121.394159633
1525,31.129607042,121.425115946
113,31.129658923,121.689870014
1507,31.129685425,121.429821623
1507,31.129685425,121.429821623
1146,31.129917639,121.532467138
1142,31.129942164,121.488457738
1142,31.129942164,121.488457738
1505,31.129984235,121.430788882
1505,31.129984235,121.430788882
1505,31.129984235,121.430788882
1505,31.129984235,121.430788882
1505,31.129984235,121.430788882
1505,31.129984235,121.430788882
1505,31.129984235,121.430788882
1505,31.129984235,121.430788882
1212,31.130017926,121.5584363
1212,31.130017926,121.5584363
1158,31.130073647,121.533159702
1158,31.130073647,121.533159702
444,31.130097055,121.33827252
1452,31.130116534,121.442288369
1452,31.130116534,121.442288369
1452,31.130116534,121.442288369
1452,31.130116534,121.442288369
1452,31.130116534,121.442288369
1452,31.130116534,121.442288369
1452,31.130116534,121.442288369
1463,31.130134731,121.43659427
1463,31.130134731,121.43659427
1169,31.130151693,121.485526443
1169,31.130151693,121.485526443
328,31.130302103,121.305309625
843,31.130407938,121.603318452
1530,31.130457655,121.425101433
1530,31.130457655,121.425101433
1530,31.130457655,121.425101433
1020,31.130459862,121.509376224
380,31.130480871,121.330112679
88,31.130529635,121.21800247
1523,31.130604517,121.426695459
1523,31.130604517,121.426695459
1523,31.130604517,121.426695459
1545,31.130631597,121.417349869
1545,31.130631597,121.417349869
1545,31.130631597,121.417349869
1543,31.130729247,121.422545837
1543,31.130729247,121.422545837
1543,31.130729247,121.422545837
1543,31.130729247,121.422545837
1513,31.130741295,121.430168614
1513,31.130741295,121.430168614
1513,31.130741295,121.430168614
1513,31.130741295,121.430168614
1260,31.130741634,121.394829486
333,31.13080348,121.301800275
1188,31.130808803,121.533702562
1188,31.130808803,121.533702562
1188,31.130808803,121.533702562
1188,31.130808803,121.533702562
1188,31.130808803,121.533702562
1188,31.130808803,121.533702562
1188,31.130808803,121.533702562
992,31.130876081,121.521384304
992,31.130876081,121.521384304
992,31.130876081,121.521384304
992,31.130876081,121.521384304
992,31.130876081,121.521384304
708,31.13101246,121.612033074
1539,31.131019627,121.425807953
1539,31.131019627,121.425807953
1539,31.131019627,121.425807953
971,31.131106855,121.593216709
971,31.131106855,121.593216709
971,31.131106855,121.593216709
343,31.131123653,121.314410361
343,31.131123653,121.314410361
343,31.131123653,121.314410361
421,31.13115638,121.334387443
421,31.13115638,121.334387443
1032,31.131308425,121.385073287
1032,31.131308425,121.385073287
1032,31.131308425,121.385073287
1032,31.131308425,121.385073287
146,31.131453839,121.764384825
146,31.131453839,121.764384825
146,31.131453839,121.764384825
969,31.131479815,121.593960003
345,31.131544367,121.318612882
1100,31.131560081,121.581467526
1100,31.131560081,121.581467526
954,31.131584909,121.595591808
1024,31.131664247,121.589641585
400,31.131744281,121.63627356
984,31.131830036,121.592017483
984,31.131830036,121.592017483
1177,31.131862192,121.488367003
1177,31.131862192,121.488367003
1047,31.131872421,121.503905236
1047,31.131872421,121.503905236
1047,31.131872421,121.503905236
1314,31.131891528,121.399771825
1074,31.13193001,121.501850253
1074,31.13193001,121.501850253
1609,31.131935568,121.460173953
1609,31.131935568,121.460173953
1609,31.131935568,121.460173953
1609,31.131935568,121.460173953
1609,31.131935568,121.460173953
1609,31.131935568,121.460173953
1609,31.131935568,121.460173953
409,31.131989803,121.333336897
409,31.131989803,121.333336897
1219,31.132005655,121.533441941
1219,31.132005655,121.533441941
1524,31.132031417,121.429307909
1524,31.132031417,121.429307909
1524,31.132031417,121.429307909
1524,31.132031417,121.429307909
1524,31.132031417,121.429307909
481,31.132048925,121.342521887
481,31.132048925,121.342521887
481,31.132069295,121.342706544
991,31.132141757,121.594062002
991,31.132141757,121.594062002
991,31.132141757,121.594062002
1121,31.132182991,121.576134485
1121,31.132182991,121.576134485
1045,31.132229319,121.505500736
951,31.132370904,121.381717753
951,31.132370904,121.381717753
1275,31.132377395,121.482942292
373,31.132383121,121.325853613
1465,31.132405054,121.442271746
1465,31.132405054,121.442271746
1465,31.132405054,121.442271746
1467,31.132432495,121.443213845
149,31.132440701,121.759534138
95,31.132481487,121.222316821
480,31.132482306,121.342908975
1564,31.132516879,121.454587841
388,31.132580649,121.331044135
1127,31.132581077,121.576007886
872,31.132589638,121.602531239
448,31.132599543,121.338721007
1182,31.132606263,121.569142348
1182,31.132606263,121.569142348
1182,31.132606263,121.569142348
1182,31.132606263,121.569142348
505,31.132694516,121.347527416
505,31.132694516,121.347527416
505,31.132694516,121.347527416
505,31.132694516,121.347527416
505,31.132694516,121.347527416
1506,31.132740201,121.432385403
1506,31.132740201,121.432385403
378,31.132741137,121.329616599
378,31.132741137,121.329616599
378,31.132741137,121.329616599
378,31.132741137,121.329616599
380,31.13280963,121.33057644
135,31.13283294,121.774102102
358,31.132853244,121.323271475
1462,31.132956946,121.409844221
1462,31.132956946,121.409844221
1462,31.132956946,121.409844221
1462,31.132956946,121.409844221
1462,31.132956946,121.409844221
1462,31.132956946,121.409844221
1462,31.132956946,121.409844221
1462,31.132956946,121.409844221
1462,31.132956946,121.409844221
838,31.133014833,121.605356589
838,31.133014833,121.605356589
838,31.133014833,121.605356589
1032,31.133025613,121.512470904
351,31.133078047,121.320549406
351,31.133078047,121.320549406
351,31.133078047,121.320549406
1225,31.133148558,121.532546361
398,31.133167452,121.33205098
398,31.133167452,121.33205098
353,31.133197582,121.319824447
353,31.133197582,121.319824447
1057,31.133205312,121.521802078
1057,31.133205312,121.521802078
1606,31.133215462,121.461170257
1574,31.133338521,121.456340085
1574,31.133338521,121.456340085
1126,31.133355293,121.579953164
430,31.133404242,121.335097207
1568,31.133462292,121.420787063
1568,31.133462292,121.420787063
1568,31.133462292,121.420787063
1568,31.133462292,121.420787063
511,31.133513332,121.348519122
1130,31.133530249,121.576708838
994,31.133539881,121.514589818
994,31.133539881,121.514589818
994,31.133539881,121.514589818
843,31.133658009,121.605337994
1642,31.133738923,121.463139847
604,31.13374286,121.622905948
604,31.13374286,121.622905948
604,31.13374286,121.622905948
1195,31.133808768,121.569570723
435,31.13388849,121.335973776
900,31.133919179,121.379859805
1272,31.133956894,121.394297046
382,31.134025503,121.328126654
1532,31.134077897,121.427998441
137,31.134102199,121.705245739
137,31.134102199,121.705245739
137,31.134102199,121.705245739
1036,31.134102704,121.519597602
1036,31.134102704,121.519597602
1036,31.134102704,121.519597602
1036,31.134102704,121.519597602
1549,31.134174366,121.425239989
1549,31.134174366,121.425239989
1549,31.134174366,121.425239989
1549,31.134174366,121.425239989
1549,31.134174366,121.425239989
1549,31.134174366,121.425239989
559,31.134254956,121.356928202
559,31.134254956,121.356928202
559,31.134254956,121.356928202
559,31.134254956,121.356928202
1617,31.13427223,121.459258277
1617,31.13427223,121.459258277
1617,31.13427223,121.459258277
1157,31.134378917,121.574447084
1613,31.134436662,121.458788744
817,31.134482588,121.376786068
1125,31.134490338,121.581624786
1563,31.134519284,121.423809092
1563,31.134519284,121.423809092
749,31.134541163,121.374146969
1562,31.134593242,121.424259993
1562,31.134593242,121.424259993
1562,31.134593242,121.424259993
1562,31.134593242,121.424259993
1562,31.134593242,121.424259993
1562,31.134593242,121.424259993
1113,31.134605408,121.582902259
1558,31.134708225,121.453534096
1558,31.134708225,121.453534096
1558,31.134708225,121.453534096
1558,31.134708225,121.453534096
1558,31.134708225,121.453534096
1558,31.134708225,121.453534096
1558,31.134708225,121.453534096
101,31.134754145,121.225879786
1471,31.134770503,121.444116344
1471,31.134770503,121.444116344
1471,31.134770503,121.444116344
1471,31.134770503,121.444116344
1600,31.134813511,121.457323361
1600,31.134813511,121.457323361
1080,31.134814202,121.509450756
1080,31.134814202,121.509450756
1080,31.134814202,121.509450756
984,31.134874976,121.382479577
98,31.134895411,121.222568795
390,31.134896639,121.330208387
1599,31.134915619,121.417705776
1599,31.134915619,121.417705776
1599,31.134915619,121.417705776
1599,31.134915619,121.417705776
1599,31.134915619,121.417705776
1599,31.134915619,121.417705776
1599,31.134915619,121.417705776
1599,31.134915619,121.417705776
1599,31.134915619,121.417705776
1602,31.134931633,121.419017371
1602,31.134931633,121.419017371
1602,31.134931633,121.419017371
1602,31.134931633,121.419017371
1602,31.134931633,121.419017371
94,31.134933573,121.220079273
1285,31.134952864,121.395083626
1512,31.13500203,121.410916552
1512,31.13500203,121.410916552
1512,31.13500203,121.410916552
1512,31.13500203,121.410916552
1512,31.13500203,121.410916552
1512,31.13500203,121.410916552
1593,31.135038964,121.455362444
1593,31.135038964,121.455362444
1545,31.135101551,121.428761555
1545,31.135101551,121.428761555
1545,31.135101551,121.428761555
852,31.135148589,121.377661507
1026,31.135186508,121.516444356
1519,31.135382151,121.432344375
1519,31.135388115,121.432974336
1519,31.135388115,121.432974336
1519,31.135388115,121.432974336
1519,31.135388115,121.432974336
1519,31.135388115,121.432974336
1618,31.135459354,121.459225182
1618,31.135459354,121.459225182
1618,31.135459354,121.459225182
374,31.135469,121.32528324
1292,31.135510582,121.53630114
1292,31.135510582,121.53630114
1571,31.13553366,121.421961764
1571,31.13553366,121.421961764
1571,31.13553366,121.421961764
1571,31.13553366,121.421961764
1571,31.13553366,121.421961764
466,31.135538621,121.630345381
1500,31.13563516,121.434597246
1500,31.13563516,121.434597246
1500,31.13563516,121.434597246
1500,31.13563516,121.434597246
419,31.135780242,121.33359329
1100,31.135794991,121.494373555
1100,31.135794991,121.494373555
856,31.135819535,121.378375431
856,31.135819535,121.378375431
1380,31.135850088,121.541495685
1380,31.135850088,121.541495685
1380,31.135850088,121.541495685
1380,31.135850088,121.541495685
1174,31.136038707,121.52622658
1174,31.136038707,121.52622658
1478,31.136216073,121.44115694
1478,31.136216073,121.44115694
1468,31.136439713,121.446803251
1468,31.136439713,121.446803251
1461,31.13651951,121.443863992
1461,31.13651951,121.443863992
1527,31.136537947,121.429605058
1475,31.136641294,121.442822697
1475,31.136641294,121.442822697
1588,31.136692183,121.417702236
1588,31.136692183,121.417702236
1588,31.136692183,121.417702236
1588,31.136692183,121.417702236
1104,31.136742565,121.586167262
1104,31.136742565,121.586167262
1479,31.136821081,121.440810878
1479,31.136821081,121.440810878
1479,31.136821081,121.440810878
1479,31.136821081,121.440810878
1479,31.136821081,121.440810878
1479,31.136821081,121.440810878
1479,31.136821081,121.440810878
1479,31.136821081,121.440810878
942,31.137117455,121.380664299
942,31.137118454,121.380664298
942,31.137118454,121.380664298
942,31.137118454,121.380664298
1489,31.13715095,121.437549468
1489,31.13715095,121.437549468
1489,31.13715095,121.437549468
1592,31.137185983,121.418115769
1592,31.137185983,121.418115769
1592,31.137185983,121.418115769
1592,31.137185983,121.418115769
1592,31.137185983,121.418115769
1592,31.137185983,121.418115769
1592,31.137185983,121.418115769
1555,31.137216726,121.424489664
1555,31.137216726,121.424489664
1555,31.137216726,121.424489664
1555,31.137216726,121.424489664
1555,31.137216726,121.424489664
1555,31.137216726,121.424489664
1555,31.137216726,121.424489664
1555,31.137216726,121.424489664
412,31.137255903,121.331607915
499,31.137273708,121.62882498
1256,31.137278186,121.392321458
269,31.13727884,121.643989491
1092,31.137289324,121.587436156
1555,31.137320755,121.424607045
1555,31.137320755,121.424607045
1602,31.137331737,121.45762998
1602,31.137331737,121.45762998
1488,31.137346154,121.436577526
1488,31.137346154,121.436577526
1488,31.137346154,121.436577526
1488,31.137346154,121.436577526
1488,31.137346154,121.436577526
1488,31.137346154,121.436577526
1488,31.137346154,121.436577526
1449,31.137381008,121.407622387
1540,31.137392587,121.412643236
1540,31.137392587,121.412643236
1540,31.137392587,121.412643236
1490,31.137439163,121.439396561
1490,31.137439163,121.439396561
1490,31.137439163,121.439396561
1490,31.137439163,121.439396561
1490,31.137439163,121.439396561
375,31.137458934,121.324288894
375,31.137458934,121.324288894
1268,31.137488473,121.393794878
1425,31.137575218,121.543777545
1425,31.137575218,121.543777545
1425,31.137575218,121.543777545
1425,31.137575218,121.543777545
1491,31.137591602,121.439614046
1491,31.137591602,121.439614046
1476,31.137643681,121.441338422
1476,31.137643681,121.441338422
1476,31.137643681,121.441338422
1486,31.137680288,121.440358763
1510,31.137741842,121.439216604
1549,31.137834168,121.43018771
1549,31.137834168,121.43018771
1549,31.137834168,121.43018771
1549,31.137834168,121.43018771
246,31.137843518,121.280411721
1580,31.137910253,121.423454706
1580,31.137910253,121.423454706
1580,31.137910253,121.423454706
1580,31.137910253,121.423454706
1580,31.137910253,121.423454706
1508,31.137944997,121.43938911
1508,31.137944997,121.43938911
7,31.137999421,120.937733881
7,31.137999421,120.937733881
1143,31.138006718,121.493249172
1188,31.138150217,121.525610212
1631,31.138191591,121.459064263
1631,31.138191591,121.459064263
1631,31.138191591,121.459064263
1631,31.138191591,121.459064263
1631,31.138191591,121.459064263
1631,31.138191591,121.459064263
1631,31.138191591,121.459064263
1631,31.138191591,121.459064263
1631,31.138191591,121.459064263
586,31.138233079,121.356027336
586,31.138233079,121.356027336
1579,31.138292287,121.42346132
1579,31.138292287,121.42346132
1579,31.138292287,121.42346132
1530,31.138310965,121.432457375
1530,31.138310965,121.432457375
1585,31.13845386,121.454289186
1585,31.13845386,121.454289186
1585,31.13845386,121.454289186
1585,31.13845386,121.454289186
878,31.138481024,121.605093698
878,31.138481024,121.605093698
1163,31.13867909,121.580428062
1163,31.13867909,121.580428062
1128,31.13875458,121.494883309
1193,31.138786607,121.525518987
26,31.138881225,121.091723568
506,31.138881244,121.342245073
506,31.138881244,121.342245073
1520,31.138930886,121.433763692
1164,31.138961188,121.580414754
1164,31.138961188,121.580414754
1520,31.138971134,121.433785588
1520,31.138971134,121.433785588
1520,31.138971134,121.433785588
1520,31.138971134,121.433785588
1520,31.138971134,121.433785588
1520,31.138971134,121.433785588
1520,31.138971134,121.433785588
1491,31.13903563,121.441393057
1339,31.139089135,121.535274888
1339,31.139089135,121.535274888
1135,31.139096987,121.504225187
1575,31.139218527,121.453905739
1335,31.139229169,121.5346508
1493,31.139336212,121.443283819
