id,aqi,lan,lng,time,tz
790,117,23.0395,113.105,1492124400,+08:00
791,122,23.1886,112.863,1492124400,+08:00
792,97,23.0467,113.144,1492124400,+08:00
793,132,22.8693,112.844,1492124400,+08:00
794,151,23.1572,112.885,1492124400,+08:00
795,117,22.809444,113.287778,1483804800,+08:00
796,112,22.765556,113.253056,1483804800,+08:00
798,157,22.5931,113.0819,1492124400,+08:00
799,97,22.7279,112.929,1484528400,+08:00
800,109,22.0608,112.7607,1492124400,+08:00
801,97,22.5862,112.5814,1492124400,+08:00
802,157,22.5811,113.074,1492124400,+08:00
803,154,22.6069,113.104,1492124400,+08:00
804,117,22.5328,113.024,1492124400,+08:00
805,155,23.1617,112.565,1492124400,+08:00
806,163,23.0706,112.427,1492124400,+08:00
808,158,23.0528,112.471,1492124400,+08:00
809,74,22.9398,114.3806,1492124400,+08:00
810,85,23.08,114.4053,1492124400,+08:00
812,82,23.0528,114.4183,1492124400,+08:00
813,74,23.1142,114.4103,1492124400,+08:00
814,82,22.8172,114.3244,1492124400,+08:00
815,93,22.7422,114.5317,1492124400,+08:00
816,65,23.06,113.748056,1484557200,+08:00
817,80,23.0536,113.7819,1484557200,+08:00
818,76,23.01277778,113.7944444,1492124400,+08:00
819,99,22.96583333,113.7383333,1492124400,+08:00
820,89,23.02777778,113.7461111,1492124400,+08:00
821,117,22.5078,113.402,1492124400,+08:00
822,119,22.4886,113.434,1492124400,+08:00
823,153,22.5211,113.369,1492124400,+08:00
824,132,22.5481,113.365,1492124400,+08:00
825,151,32.108333,118.803056,1492124400,+08:00
826,152,32.057222,118.748611,1492124400,+08:00
827,156,32.07,118.773611,1492124400,+08:00
828,154,32.014444,118.776944,1492124400,+08:00
829,165,32.031389,118.803056,1492124400,+08:00
830,132,32.0775,118.794722,1492124400,+08:00
831,119,32.087778,118.625556,1492124400,+08:00
832,157,32.009167,118.736667,1492124400,+08:00
833,154,32.105,118.906944,1492124400,+08:00
834,85,31.247222,120.561389,1492124400,+08:00
835,61,31.302778,120.617778,1492124400,+08:00
836,89,31.301944,120.590833,1492124400,+08:00
837,55,31.301389,120.596667,1492124400,+08:00
838,80,31.270556,120.613056,1492124400,+08:00
839,74,31.299444,120.550278,1492124400,+08:00
840,55,31.312111,120.66525,1492124400,+08:00
841,59,31.370833,120.640556,1492124400,+08:00
842,95,31.968056,120.905,1492124400,+08:00
843,95,32.006667,120.8425,1492124400,+08:00
844,82,32.023611,120.863333,1492124400,+08:00
845,91,31.928333,120.935833,1492124400,+08:00
846,72,32.0425,120.810833,1492124400,+08:00
848,117,34.589556,119.141414,1477684800,+08:00
850,85,34.698428,119.348028,1477684800,+08:00
851,89,34.276111,117.166944,1492124400,+08:00
852,91,34.241667,117.192222,1492124400,+08:00
853,85,34.308333,117.191667,1477677600,+08:00
854,93,34.222222,117.256389,1492124400,+08:00
855,82,34.291111,117.244444,1492124400,+08:00
856,80,34.277778,117.293333,1492124400,+08:00
857,72,34.180556,117.166111,1477684800,+08:00
858,137,32.387778,119.46,1492124400,+08:00
860,127,32.376111,119.388611,1492124400,+08:00
861,162,32.403333,119.439167,1478520000,+08:00
865,76,31.503056,120.241667,1492124400,+08:00
866,76,31.584778,120.353889,1492124400,+08:00
867,61,31.547389,120.353889,1492124400,+08:00
869,80,31.684167,120.288056,1492124400,+08:00
871,109,31.786389,119.8925,1477684800,+08:00
872,93,31.808889,119.961944,1477684800,+08:00
873,102,31.763889,120.039444,1477684800,+08:00
874,63,31.703889,119.935,1492124400,+08:00
875,91,31.910833,119.904722,1492124400,+08:00
877,99,32.188333,119.680556,1492124400,+08:00
878,87,32.215,119.491389,1492124400,+08:00
879,91,32.131944,119.430278,1492124400,+08:00
880,158,32.486667,119.9,1492124400,+08:00
881,158,32.476111,119.944444,1492124400,+08:00
882,93,32.303056,119.881667,1477684800,+08:00
883,153,32.463889,119.888333,1492124400,+08:00
884,153,33.599194,119.056789,1492124400,+08:00
885,134,33.578039,119.007906,1492124400,+08:00
887,151,33.503056,119.141111,1492124400,+08:00
888,149,33.626944,119.012222,1492124400,+08:00
889,119,33.402778,120.117778,1492124400,+08:00
891,102,33.371944,120.128889,1477684800,+08:00
894,134,33.933096,118.292648,1492124400,+08:00
895,95,33.957273,118.232104,1492124400,+08:00
898,99,33.393889,120.155,1492124400,+08:00
899,129,33.607222,118.999444,1492124400,+08:00
901,134,32.41,119.404444,1492124400,+08:00
902,144,34.588556,119.175956,1492124400,+08:00
903,82,31.758333,119.995278,1492124400,+08:00
904,137,30.5746245688383,114.372305072107,1492128000,+08:00
905,134,30.5571378257044,114.251523174281,1492128000,+08:00
906,151,30.6196730729398,114.282229640575,1492128000,+08:00
907,147,30.5332340005751,114.304000350723,1492128000,+08:00
908,173,30.624719,114.370058,1492128000,+08:00
909,147,30.482469,114.156561,1492128000,+08:00
910,129,30.594389,114.301447,1492128000,+08:00
911,134,30.4832623885865,114.401701915129,1492128000,+08:00
912,159,30.633424,114.130212,1492128000,+08:00
913,91,30.29982222,113.8530639,1492128000,+08:00
914,80,22.590807,114.262078,1492128000,+08:00
916,89,22.575856,113.862238,1492128000,+08:00
920,95,22.516847,113.923192,1492128000,+08:00
921,76,22.528186,114.496906,1492128000,+08:00
922,78,22.598902,114.313483,1492128000,+08:00
924,85,22.720358,114.247468,1492128000,+08:00
925,87,22.5500005,114.0960791,1492128000,+08:00
926,82,22.630626,114.423948,1492128000,+08:00
927,87,22.542454,113.987495,1492128000,+08:00
928,99,22.562334,114.116872,1492128000,+08:00
931,97,22.696848,114.04539,1492128000,+08:00
933,163,40.757093,111.724539,1492124400,+08:00
934,166,40.795085,111.628978,1492124400,+08:00
935,132,40.7999638,111.6612439,1492124400,+08:00
936,72,40.845941,111.661607,1492124400,+08:00
937,104,40.812974,111.615625,1492124400,+08:00
938,89,40.842299,111.749138,1492124400,+08:00
939,157,40.277474,111.204041,1492124400,+08:00
940,82,40.842299,111.749138,1492124400,+08:00
941,70,26.072105,119.352919,1492120800,+08:00
942,49,26.028202,119.418528,1492124400,+08:00
943,69,26.038712,119.309506,1492124400,+08:00
944,48,26.0867964,119.3081791,1492124400,+08:00
945,64,26.076795,119.2662176,1492124400,+08:00
946,58,26.076788,119.324574,1492124400,+08:00
947,130,36.5904888,101.7537822,1492124400,+08:00
948,53,36.617144,101.778228,1481137200,+08:00
949,93,36.578752,101.847291,1492124400,+08:00
950,124,36.617144,101.778228,1492124400,+08:00
951,50,29.866811,121.596128,1492128000,+08:00
952,63,29.864991,121.528581,1492120800,+08:00
953,55,29.89417,121.564298,1492128000,+08:00
954,41,29.959758,121.72247,1492128000,+08:00
955,42,29.914204,121.846686,1492128000,+08:00
956,46,29.823934,121.570251,1492128000,+08:00
957,55,29.777016,121.644015,1492124400,+08:00
958,45,29.9018,121.622588,1492120800,+08:00
1238,162,37.8873,112.522,1492124400,+08:00
1240,42,38.0108,112.434,1492124400,+08:00
1241,85,37.7124,112.469,1492124400,+08:00
1242,89,37.7394,112.5583,1492124400,+08:00
1243,127,37.8692,112.5369,1492124400,+08:00
1244,119,37.8195,112.57,1492124400,+08:00
1245,117,37.9854,112.549,1492124400,+08:00
1246,93,37.7805,112.488,1492117200,+08:00
1249,167,41.7089,123.439,1492124400,+08:00
1254,158,41.7775,123.478,1492124400,+08:00
1255,158,41.7972,123.3997,1492124400,+08:00
1257,156,41.9228,123.3783,1492124400,+08:00
1258,82,38.973888889,121.61194444,1492124400,+08:00
1259,91,38.951111111,121.565,1492124400,+08:00
1260,82,38.885,121.56388889,1492124400,+08:00
1261,68,38.911944444,121.63305556,1492124400,+08:00
1262,95,38.863888889,121.625,1492124400,+08:00
1263,78,38.856111111,121.51805556,1492124400,+08:00
1264,76,38.808055556,121.25888889,1492124400,+08:00
1265,85,39.1311,121.7481,1492124400,+08:00
1266,129,39.0511,121.7769,1492124400,+08:00
1267,142,39.0631,121.9769,1492124400,+08:00
1268,104,43.9167,125.323,1492124400,+08:00
1269,112,43.91,125.287,1492124400,+08:00
1270,95,43.84,125.2786,1492124400,+08:00
1271,95,43.8748,125.3649,1492124400,+08:00
1272,91,43.8694,125.325,1492124400,+08:00
1273,87,43.7878,125.454,1492124400,+08:00
1274,87,43.55,125.633,1492124400,+08:00
1275,82,43.8667,125.417,1492124400,+08:00
1276,338,43.8167,125.25,1492124400,+08:00
1277,97,43.85,125.217,1492124400,+08:00
1278,643,45.755,126.542,1492124400,+08:00
1279,676,45.8167,126.561,1492124400,+08:00
1280,154,45.5422,126.979,1492124400,+08:00
1282,255,45.7733,126.689,1492124400,+08:00
1283,444,45.7667,126.635,1492124400,+08:00
1284,185,45.7319,126.685,1492124400,+08:00
1285,240,45.7258,126.646,1492124400,+08:00
1286,317,45.7478,126.593,1492124400,+08:00
1287,144,45.61,126.615,1492124400,+08:00
1288,461,45.9819,126.6106,1492124400,+08:00
1289,250,45.6842,126.6206,1492124400,+08:00
1290,97,31.7848,117.196,1492124400,+08:00
1291,78,31.8766,117.307,1492124400,+08:00
1292,78,31.8706,117.259,1492124400,+08:00
1293,72,31.9051,117.16,1492124400,+08:00
1294,80,31.8572,117.25,1492124400,+08:00
1295,76,31.9438,117.266,1492124400,+08:00
1296,95,31.8585,117.336,1492124400,+08:00
1297,89,31.7956,117.302,1492124400,+08:00
1298,87,31.7386,117.278,1492124400,+08:00
1299,82,31.8516,117.124,1492124400,+08:00
1300,57,24.818055556,118.15694444,1492124400,+08:00
1301,59,24.476666667,118.15138889,1492124400,+08:00
1302,72,24.445833333,118.06361111,1492124400,+08:00
1304,122,28.6844,115.893,1492124400,+08:00
1305,109,28.6839,115.8886,1492124400,+08:00
1306,122,28.7442,115.813,1492124400,+08:00
1307,147,28.6969,115.973,1492124400,+08:00
1308,124,28.6869,115.852,1492124400,+08:00
1309,122,28.6425,115.892,1492124400,+08:00
1310,152,28.7994,115.742,1492124400,+08:00
1311,30,28.6131,115.912,1490180400,+08:00
1312,129,28.6844,115.931,1492124400,+08:00
1313,107,34.7545,113.681,1492124400,+08:00
1314,127,34.7745,113.641,1492124400,+08:00
1315,95,34.8019,113.675,1492124400,+08:00
1316,119,34.802,113.564,1492124400,+08:00
1317,134,34.7187,113.727,1492124400,+08:00
1318,91,34.719,113.734,1492124400,+08:00
1319,102,34.7496,113.5991,1492124400,+08:00
1320,97,34.7538,113.6356,1492124400,+08:00
1321,88,34.9162,113.6113,1492124400,+08:00
1322,109,28.2325,113.0833,1492124400,+08:00
1323,124,28.2189,112.8872,1492124400,+08:00
1324,134,28.2053,113.0792,1492124400,+08:00
1325,104,28.19,112.9394,1492124400,+08:00
1326,109,28.1442,112.9956,1492124400,+08:00
1327,95,28.2597,112.9792,1492124400,+08:00
1328,104,28.1944,113.0014,1492124400,+08:00
1329,91,28.1178,112.9844,1492124400,+08:00
1330,112,28.1308,112.8908,1492124400,+08:00
1331,132,28.3586,112.9958,1492124400,+08:00
1332,129,22.7875,108.301,1492124400,+08:00
1333,104,22.8561,108.316,1492124400,+08:00
1334,114,22.8225,108.321,1492124400,+08:00
1335,82,22.805,108.383,1492124400,+08:00
1336,107,22.7906,108.439,1492124400,+08:00
1337,91,22.8464,108.239,1492124400,+08:00
1338,152,22.735,108.3275,1492120800,+08:00
1339,127,22.7833,108.244,1492124400,+08:00
1340,80,19.95073,110.57553,1492124400,+08:00
1341,80,20.05955,110.31896,1492124400,+08:00
1342,85,20.0053,110.28317,1492124400,+08:00
1343,89,19.99693,110.33755,1492124400,+08:00
1344,85,20.03565,110.33025,1492124400,+08:00
1345,74,29.8272,106.379,1492124400,+08:00
1346,144,29.5736,106.46,1479560400,+08:00
1347,129,29.8264,106.424,1492128000,+08:00
1348,109,29.7228,106.626,1492128000,+08:00
1349,139,29.5983,106.296,1492128000,+08:00
1350,122,29.5186,106.54,1492128000,+08:00
1351,97,29.6219,106.65,1492128000,+08:00
1352,117,29.4892,106.634,1492128000,+08:00
1353,142,29.4822,106.364,1492128000,+08:00
1354,149,29.5642,106.571,1492128000,+08:00
1355,180,29.5164,106.512,1481295600,+08:00
1356,109,29.7125,106.617,1492128000,+08:00
1357,117,29.4892,106.468,1492128000,+08:00
1358,112,29.6453,106.562,1492128000,+08:00
1359,137,29.389,106.513,1492128000,+08:00
1360,152,30.713,103.972,1492124400,+08:00
1361,117,30.6872,104.176,1492124400,+08:00
1362,82,30.5706,104.079,1492124400,+08:00
1363,82,30.6361,104.118,1492124400,+08:00
1364,91,30.685,104.074,1492124400,+08:00
1367,109,31.0283,103.613,1492124400,+08:00
1368,104,26.6029,106.6856,1492124400,+08:00
1369,129,26.5689,106.6971,1492124400,+08:00
1371,87,26.6343,106.7487,1482836400,+08:00
1372,89,26.4364,106.6554,1482836400,+08:00
1373,76,26.5155,106.6948,1482836400,+08:00
1374,59,26.6009,106.7105,1482836400,+08:00
1375,80,26.5697,106.7164,1482836400,+08:00
1376,119,26.5495,106.6867,1492124400,+08:00
1377,137,25.0124,102.743,1492128000,+08:00
1378,144,24.8885,102.821,1492128000,+08:00
1379,151,24.9624,102.625,1492128000,+08:00
1380,129,25.0836,102.728,1492128000,+08:00
1381,158,25.0405,102.722,1492128000,+08:00
1382,142,25.067,102.681,1492128000,+08:00
1383,151,25.0359,102.638,1492128000,+08:00
1384,78,29.6514,91.1319,1492124400,+08:00
1385,26,29.6747,91.1221,1492124400,+08:00
1386,48,29.6475,91.0874,1492124400,+08:00
1387,59,29.6541,91.1774,1492124400,+08:00
1388,61,29.6588,90.9798,1492124400,+08:00
1389,46,29.6292,91.0834,1492124400,+08:00
1390,102,34.2749,108.882,1492124400,+08:00
1391,91,34.2629,108.993,1492124400,+08:00
1392,112,34.2572,109.06,1492124400,+08:00
1393,112,34.2324,108.94,1492124400,+08:00
1394,99,34.2713,108.954,1492124400,+08:00
1395,107,34.2303,108.883,1492124400,+08:00
1396,127,34.3474,108.935,1492124400,+08:00
1397,87,34.1546,108.906,1492124400,+08:00
1398,129,34.6575,109.2,1492124400,+08:00
1399,95,34.3731,109.2186,1492124400,+08:00
1400,120,34.378,108.869,1492124400,+08:00
1401,85,34.1978,108.985,1492124400,+08:00
1402,97,34.3274,109.043,1492124400,+08:00
1403,156,36.0756,103.712,1492124400,+08:00
1404,162,36.1031,103.631,1492124400,+08:00
1405,86,35.94,104.148,1492124400,+08:00
1406,117,36.0725,103.841,1492124400,+08:00
1407,149,36.0464,103.831,1492124400,+08:00
1408,71,38.6016,105.9512,1492124400,+08:00
1411,87,38.4975,106.2328,1492124400,+08:00
1412,119,38.5036,106.1358,1492124400,+08:00
1413,76,43.8303,87.5801,1492124400,+08:00
1414,65,43.768,87.6046,1492124400,+08:00
1415,80,43.9469,87.4754,1492124400,+08:00
1416,70,43.8711,87.5525,1492124400,+08:00
1417,63,43.831,87.6432,1492124400,+08:00
1418,85,43.8729,87.4171,1486749600,+08:00
1419,63,43.962,87.6444,1492124400,+08:00
1420,134,29.709,106.452,1492128000,+08:00
1421,102,29.4272,106.591,1492128000,+08:00
1422,114,26.3003,106.805,1492124400,+08:00
1424,87,27.8614,112.9433,1492124400,+08:00
1425,91,27.8403,112.9118,1492124400,+08:00
1426,99,27.8728,112.8937,1492124400,+08:00
1427,95,27.8159,112.9227,1492124400,+08:00
1428,93,27.9119,112.9074,1492124400,+08:00
1429,91,27.9153,113.0048,1492124400,+08:00
1430,119,27.9164,112.4876,1492124400,+08:00
1431,137,27.8244,113.135,1492124400,+08:00
1432,162,27.8867,113.095,1492124400,+08:00
1433,62,27.8667,113.167,1492106400,+08:00
1434,107,27.8381,113.143,1492124400,+08:00
1435,102,27.8528,113.13,1492124400,+08:00
1436,104,27.8336,113.251,1492124400,+08:00
1437,63,31.2047372,121.4489017,1492128000,+08:00
1439,158,30.274085,120.15507,1492124400,+08:00
1440,55,29.868336,121.54399,1492128000,+08:00
1441,93,27.994267,120.699367,1492120800,+08:00
1442,82,29.995762,120.586109,1492124400,+08:00
1443,127,30.894348,120.086823,1492120800,+08:00
1444,68,30.753924,120.758543,1492120800,+08:00
1446,65,29.079059,119.647445,1492124400,+08:00
1447,144,28.97008,118.859457,1492124400,+08:00
1448,46,28.46763,119.922796,1492124400,+08:00
1449,137,23.141191,113.258374,1492128000,+08:00
1450,149,30.6250145,104.0670559,1492128000,+08:00
1451,160,39.954592,116.468117,1492128000,+08:00
1452,164,39.084158,117.200983,1492128000,+08:00
1453,117,29.56301,106.551557,1492128000,+08:00
1454,163,38.042307,114.51486,1492124400,+08:00
1455,195,39.630867,118.180194,1492124400,+08:00
1456,85,39.935377,119.600492,1492124400,+08:00
1457,170,36.625604,114.539085,1492124400,+08:00
1458,93,38.873891,115.464806,1492124400,+08:00
1459,172,37.070589,114.504844,1492124400,+08:00
1460,87,40.824418,114.887543,1492124400,+08:00
1461,151,40.954071,117.962411,1492124400,+08:00
1462,167,38.304477,116.838835,1492124400,+08:00
1463,174,39.538047,116.683752,1492124400,+08:00
1464,74,37.73892,115.670177,1492124400,+08:00
1465,127,37.87059,112.548879,1492124400,+08:00
1466,153,40.076816,113.300126,1492124400,+08:00
1467,112,37.856972,113.580519,1492124400,+08:00
1468,139,36.195386,113.116255,1492124400,+08:00
1469,137,36.088067,111.51888,1492124400,+08:00
1470,89,40.842299,111.749138,1492124400,+08:00
1471,127,40.657449,109.840347,1492124400,+08:00
1472,76,42.257817,118.886856,1492124400,+08:00
1473,158,41.805698,123.431475,1492124400,+08:00
1474,68,38.914003,121.614682,1492124400,+08:00
1475,172,41.108546,122.994646,1492124400,+08:00
1476,157,41.880872,123.957208,1492124400,+08:00
1477,184,41.294176,123.766485,1492124400,+08:00
1478,235,41.09512,121.127004,1492124400,+08:00
1479,95,43.816964,125.323471,1492124400,+08:00
1480,172,43.837883,126.549572,1492124400,+08:00
1481,676,45.803775,126.534967,1492124400,+08:00
1482,127,47.354348,123.918186,1492124400,+08:00
1483,78,46.58931,125.103784,1492124400,+08:00
1484,160,44.551653,129.633169,1492124400,+08:00
1485,154,32.060255,118.796877,1492124400,+08:00
1486,82,31.490637,120.311143,1492124400,+08:00
1487,93,34.20475,117.284072,1492124400,+08:00
1488,82,31.810077,119.974454,1492124400,+08:00
1489,89,31.298886,120.585316,1492124400,+08:00
1490,95,31.980175,120.894339,1492124400,+08:00
1491,144,34.596544,119.221282,1492124400,+08:00
1492,99,32.39421,119.412966,1492124400,+08:00
1493,91,32.187849,119.425836,1492124400,+08:00
1494,149,33.61036,119.015288,1492124400,+08:00
1495,77,33.347378,120.163561,1492124400,+08:00
1496,134,33.962013,118.275498,1492124400,+08:00
1497,80,31.821448,117.227271,1492124400,+08:00
1498,151,31.352859,118.432941,1492124400,+08:00
1499,201,31.670452,118.50676,1492124400,+08:00
1500,48,26.074508,119.296494,1492124400,+08:00
1501,72,24.479834,118.089425,1492124400,+08:00
1502,46,24.874699,118.675464,1492124400,+08:00
1503,124,28.683213,115.858121,1492124400,+08:00
1504,137,29.705078,116.00193,1492124400,+08:00
1505,97,36.650997,117.120497,1492128000,+08:00
1506,76,36.067082,120.38264,1492128000,+08:00
1507,63,36.813094,118.054868,1492128000,+08:00
1508,61,34.810488,117.323725,1492128000,+08:00
1509,93,37.463822,121.447935,1492128000,+08:00
1510,95,36.706774,119.161756,1492128000,+08:00
1511,76,35.414921,116.587099,1492124400,+08:00
1512,25,36.200252,117.087614,1492128000,+08:00
1513,63,37.513068,122.12042,1492128000,+08:00
1514,132,35.416377,119.526888,1492124400,+08:00
1515,132,37.434751,118.674767,1492128000,+08:00
1516,50,36.213691,117.676731,1492128000,+08:00
1517,80,35.104672,118.356448,1492128000,+08:00
1518,139,37.434093,116.357465,1492124400,+08:00
1519,89,36.456704,115.985371,1492128000,+08:00
1520,160,37.38199,117.970703,1492128000,+08:00
1521,80,35.23375,115.480656,1492128000,+08:00
1522,97,34.7466,113.625368,1492124400,+08:00
1523,124,34.797239,114.307582,1492124400,+08:00
1524,188,34.618452,112.45429,1492128000,+08:00
1525,147,33.76619,113.192814,1492128000,+08:00
1526,119,36.097593,114.392756,1492128000,+08:00
1527,127,35.215893,113.241823,1492124400,+08:00
1528,117,34.772494,111.200135,1492128000,+08:00
1529,129,30.593099,114.305393,1492128000,+08:00
1530,99,30.691967,111.286471,1492124400,+08:00
1531,95,30.335165,112.239741,1492124400,+08:00
1532,104,28.228209,112.938814,1492124400,+08:00
1533,162,27.82755,113.134003,1492124400,+08:00
1534,119,27.829738,112.944049,1492124400,+08:00
1535,147,29.357104,113.128958,1492124400,+08:00
1536,132,29.031673,111.698497,1492124400,+08:00
1537,147,29.117096,110.479191,1492124400,+08:00
1538,127,24.810403,113.597522,1492124400,+08:00
1539,99,22.543099,114.057868,1492128000,+08:00
1540,137,22.270715,113.576726,1492124400,+08:00
1541,82,23.353299,116.681838,1492124400,+08:00
1542,134,23.021548,113.121416,1492124400,+08:00
1543,95,21.270702,110.359387,1492124400,+08:00
1544,117,22.516686,113.392795,1492124400,+08:00
1545,157,22.578738,113.081901,1492124400,+08:00
1546,158,23.047192,112.465091,1492124400,+08:00
1547,89,23.020536,113.751765,1492124400,+08:00
1548,74,23.111847,114.416196,1492124400,+08:00
1550,82,22.817239,108.366129,1492124400,+08:00
1551,168,24.325502,109.415953,1492128000,+08:00
1552,161,25.273566,110.290195,1492124400,+08:00
1553,102,21.481254,109.119927,1492124400,+08:00
1554,85,20.030793,110.328859,1492124400,+08:00
1555,53,18.252847,109.511909,1492124400,+08:00
1556,155,29.33903,104.778442,1492124400,+08:00
1557,174,26.582347,101.718637,1492124400,+08:00
1558,162,28.87182,105.442347,1492124400,+08:00
1559,155,31.126856,104.398021,1492124400,+08:00
1560,152,31.46745,104.679114,1492124400,+08:00
1561,154,30.837793,106.110698,1492124400,+08:00
1562,153,28.751812,104.643382,1492124400,+08:00
1563,129,26.647661,106.630154,1492124400,+08:00
1564,171,27.725654,106.927389,1492124400,+08:00
1565,144,24.880182,102.832861,1492128000,+08:00
1566,147,25.49001,103.796167,1492124400,+08:00
1567,104,24.352036,102.546543,1492124400,+08:00
1568,59,29.645554,91.140856,1492124400,+08:00
1569,127,34.341568,108.940175,1492124400,+08:00
1570,95,34.896756,108.945233,1492124400,+08:00
1571,159,34.36198,107.237974,1492124400,+08:00
1572,152,34.329563,108.709003,1492124400,+08:00
1573,119,34.499995,109.509786,1492124400,+08:00
1574,122,36.585455,109.489727,1492124400,+08:00
1575,117,36.061255,103.834377,1492124400,+08:00
1576,82,38.520089,102.188043,1492124400,+08:00
1577,130,36.617144,101.778228,1492124400,+08:00
1578,87,38.487194,106.230909,1492124400,+08:00
1580,63,43.825645,87.616823,1492124400,+08:00
1581,368,45.579889,84.889207,1492124400,+08:00
1582,158,32.455778,119.923116,1492124400,+08:00
1586,46,25.129167,121.760056,1492128000,+08:00
1587,65,25.067131,121.6423,1492128000,+08:00
1588,59,25.179667,121.689881,1492124400,+08:00
1589,55,24.977222,121.537778,1492128000,+08:00
1590,26,24.982528,121.451861,1492117200,+08:00
1591,57,25.012972,121.458667,1492124400,+08:00
1592,34,25.037972,121.4325,1492128000,+08:00
1593,55,25.06895,121.481028,1492124400,+08:00
1594,59,25.077197,121.376869,1492128000,+08:00
1595,50,25.1645,121.449239,1492128000,+08:00
1596,42,25.105417,121.515389,1492124400,+08:00
1597,30,25.062361,121.526528,1492128000,+08:00
1598,59,25.046503,121.507972,1492124400,+08:00
1599,53,25.020608,121.529556,1492128000,+08:00
1600,61,25.050694,121.578556,1492128000,+08:00
1601,38,25.0632,121.513311,1492128000,+08:00
1602,46,24.994789,121.319964,1492128000,+08:00
1603,41,25.060344,121.201811,1492120800,+08:00
1604,93,25.035503,121.082761,1492128000,+08:00
1605,55,24.952786,121.203986,1492128000,+08:00
1606,30,24.863869,121.21635,1492124400,+08:00
1607,74,24.900142,121.038653,1492128000,+08:00
1608,61,24.740644,121.088903,1492128000,+08:00
1609,68,24.805619,120.972075,1492128000,+08:00
1610,72,24.696969,120.898572,1492128000,+08:00
1611,70,24.565269,120.8202,1492128000,+08:00
1612,72,24.382942,120.758833,1492128000,+08:00
1613,91,24.256586,120.741711,1492128000,+08:00
1614,76,24.225628,120.568794,1492128000,+08:00
1615,122,24.099611,120.677689,1492124400,+08:00
1616,97,24.151958,120.641092,1492128000,+08:00
1617,82,24.162197,120.616917,1492128000,+08:00
1618,102,24.066,120.541519,1492128000,+08:00
1619,104,24.131672,120.469061,1492124400,+08:00
1620,85,23.925175,120.409653,1492128000,+08:00
1621,137,23.913,120.685306,1492128000,+08:00
1622,109,23.711853,120.544994,1492128000,+08:00
1623,119,23.757547,120.348742,1492128000,+08:00
1624,142,23.554839,120.345531,1492128000,+08:00
1625,124,23.465308,120.24735,1492128000,+08:00
1627,158,23.462778,120.440833,1492128000,+08:00
1628,149,23.305633,120.31725,1492128000,+08:00
1629,127,23.115097,120.297142,1492128000,+08:00
1630,151,23.048197,120.2175,1492128000,+08:00
1631,124,22.984581,120.202617,1492128000,+08:00
1632,93,22.883583,120.530542,1492128000,+08:00
1633,137,22.757506,120.305689,1492128000,+08:00
1634,91,22.689056,120.332631,1492128000,+08:00
1635,152,22.627392,120.358083,1492128000,+08:00
1636,134,22.565747,120.425081,1492128000,+08:00
1637,112,22.4795,120.41175,1492128000,+08:00
1638,112,22.733667,120.328289,1492128000,+08:00
1639,157,22.674861,120.292917,1492128000,+08:00
1640,137,22.632567,120.288086,1492128000,+08:00
1641,156,22.605386,120.307564,1492128000,+08:00
1642,151,22.565833,120.337736,1492128000,+08:00
1643,152,22.673081,120.488033,1492128000,+08:00
1644,149,22.523108,120.561175,1492128000,+08:00
1645,61,21.958069,120.788928,1492124400,+08:00
1646,38,22.755358,121.15045,1492128000,+08:00
1647,74,23.971956,121.599769,1492128000,+08:00
1648,44,25.182722,121.529583,1492124400,+08:00
1649,50,24.747917,121.746394,1492128000,+08:00
1650,26,24.632203,121.792928,1492124400,+08:00
1651,53,25.072611,121.493806,1492128000,+08:00
1652,40,24.953278,121.221667,1492124400,+08:00
1653,93,23.756389,120.677306,1492128000,+08:00
1654,42,25.017,121.516306,1492124400,+08:00
1655,139,22.608711,120.312017,1492128000,+08:00
1656,61,23.968842,120.967903,1492128000,+08:00
1657,52,26.160469,119.949875,1492124400,+08:00
1658,72,24.432133,118.312256,1492128000,+08:00
1659,57,23.569031,119.566158,1492120800,+08:00
1660,63,23.045083,121.161933,1492128000,+08:00
1661,151,23.753506,120.251825,1492128000,+08:00
1667,109,37.496978,127.056558,1492131600,+09:00
1668,132,37.545089,127.136806,1492131600,+09:00
1669,102,37.637903,127.029119,1492131600,+09:00
1670,112,37.544656,126.835094,1492131600,+09:00
1671,104,37.488242,126.927089,1492131600,+09:00
1672,122,37.544639,127.095706,1492131600,+09:00
1673,95,37.480178,126.892606,1492131600,+09:00
1674,119,37.452386,126.908333,1492131600,+09:00
1675,127,37.65885,127.06845,1492131600,+09:00
1676,107,37.654278,127.029333,1492131600,+09:00
1677,99,37.576169,127.029642,1492131600,+09:00
1678,107,37.480989,126.971547,1492131600,+09:00
1679,129,37.550133,126.945167,1492131600,+09:00
1680,122,37.576578,126.937972,1492131600,+09:00
1681,124,37.504547,126.994611,1492131600,+09:00
1682,112,37.543106,127.041278,1492131600,+09:00
1683,40,37.606667,127.027264,1492131600,+09:00
1684,107,37.521597,127.124264,1492131600,+09:00
1685,127,37.523286,126.858689,1492131600,+09:00
1686,85,37.525,126.897403,1492131600,+09:00
1687,99,37.540314,127.005083,1492131600,+09:00
1688,95,37.610583,126.933144,1492131600,+09:00
1689,114,37.572025,127.005028,1492131600,+09:00
1690,109,37.564639,126.975961,1492131600,+09:00
1691,139,37.584953,127.094283,1492131600,+09:00
1692,157,37.8314,127.5096,1492131600,+09:00
1693,62,37.68557,126.81343,1492131600,+09:00
