R,G,B,Transparency,Distance
175,35,38,255,54.04537256701689
211,86,84,255,60.585475540705225
135,94,72,255,38.683848077517396
97,74,68,255,60.84570174226197
87,70,76,255,68.97680040798653
131,114,122,255,70.77553995760859
114,37,71,255,49.37023260824934
137,45,92,255,27.746479995446172
143,37,99,255,33.70861570890985
149,32,103,255,38.28379336976421
163,40,120,255,46.05704727489476
179,51,136,255,61.45512103862016
186,56,142,255,69.0832272354009
135,36,116,255,48.705098716208205
124,30,106,255,51.76921276868469
124,30,104,255,50.80909010955321
154,58,129,255,48.824316728464105
162,60,125,255,45.16234183685356
150,51,105,255,27.58893559491133
125,25,53,255,55.30361792263307
137,38,56,255,38.975720246726844
132,37,45,255,49.343865868915834
136,39,48,255,44.31158741684549
169,62,70,255,17.11183710079386
168,58,59,255,25.172403535251213
187,78,71,255,36.54990979648656
197,82,75,255,46.38127693033342
205,81,81,255,53.045063485977764
200,77,79,255,47.0104021282655
183,36,42,255,54.05652443242942
163,12,19,255,79.66615817335166
167,24,28,255,65.86764454842056
186,53,54,255,41.44062120806112
128,79,62,255,37.01374490486072
89,72,82,255,67.13281588734459
98,90,103,255,67.66122823319725
130,48,86,255,29.642137060574534
134,38,86,255,32.799391145049285
144,35,93,255,32.091709237199524
157,38,104,255,33.866889341527084
175,48,125,255,50.769208380177005
185,52,141,255,68.23317360843402
163,62,138,255,58.12187679478652
137,40,111,255,42.06729554512166
118,23,91,255,55.21925757074054
135,38,107,255,41.3657966557924
171,65,140,255,61.69284988730515
160,57,126,255,46.149318422944646
150,47,103,255,27.79184869612188
130,27,54,255,50.80265495667275
141,40,54,255,37.37093880197119
148,55,65,255,18.52710807458473
169,69,71,255,17.861681782501766
168,61,53,255,30.16442791174938
190,78,66,255,40.66078610903352
197,75,72,255,44.322797628583665
204,84,83,255,53.32696237098049
199,90,85,255,51.909791663630756
210,77,78,255,56.61987909836262
161,18,22,255,73.4467507287169
168,21,27,255,68.60615365502457
175,32,36,255,57.155126390302684
206,73,74,255,52.13184988033707
226,117,32,255,101.62018834510319
166,101,73,255,40.879120696269965
106,63,56,255,55.08980233642854
92,70,73,255,64.29701162409017
121,105,115,255,64.90204182351947
125,34,75,255,41.8207322796998
141,39,89,255,28.64531467964981
152,37,96,255,29.856459153802167
164,40,110,255,38.01342534908269
174,44,130,255,56.03792888532229
182,53,146,255,71.40679974555135
146,46,118,255,42.03148391254612
122,25,94,255,51.82534213273433
133,36,103,255,41.23834273411237
156,57,124,255,43.93678603456531
158,51,129,255,49.966626304534216
165,60,129,255,49.6108418517666
124,20,73,255,53.12547944638425
141,38,59,255,35.36479985904913
135,37,50,255,44.43714082168276
153,58,62,255,19.007012210235946
171,68,61,255,25.54305300514271
178,67,56,255,33.58739582830842
194,75,71,255,41.73300264736734
199,81,79,255,47.49784206585586
195,86,81,255,46.20114212218514
201,96,90,255,57.56451449392679
185,49,51,255,43.75055460907916
157,10,16,255,82.90706690100093
171,24,30,255,65.12960173540324
180,40,43,255,49.96001868861401
217,99,25,255,90.63581032204695
133,85,65,255,35.457008059173596
86,78,76,255,71.30316155373725
120,106,119,255,68.2759954968317
121,35,72,255,44.65400360759025
140,41,87,255,27.036937929942756
146,36,89,255,29.152809838277477
155,36,100,255,32.74809875640102
165,39,120,255,46.91586351170895
174,47,134,255,58.76164607889463
176,54,141,255,64.55257044677404
161,57,132,255,52.186497462657044
132,32,104,255,44.92618790644747
131,31,101,255,44.663792635478
137,38,105,255,39.12871982959546
162,56,130,255,50.4438474159837
161,55,117,255,37.74433719464895
145,46,66,255,24.0365637314105
130,38,41,255,52.744620082666735
163,62,58,255,23.635618143015506
171,62,57,255,28.1080043829361
179,66,62,255,30.15319875152876
187,74,70,255,35.289903220093905
190,81,76,255,39.616213371993936
194,87,81,255,45.879260627854144
209,73,75,255,54.941756903153475
162,17,22,255,74.1354447632309
164,17,23,255,73.55761947051877
170,25,30,255,64.31349815222663
201,63,63,255,48.80903493434208
217,92,26,255,87.40202033435766
228,116,44,255,97.40346935419467
175,116,82,255,57.26863677530211
112,75,56,255,51.390238460302015
111,95,105,255,60.432381137465306
114,33,65,255,52.949804991362505
132,37,77,255,34.563291882399135
138,32,80,255,34.86768319018963
150,36,95,255,30.49885655527479
159,39,111,255,38.596079522156295
167,44,124,255,48.675790089623504
172,50,133,255,56.51528915489357
179,60,144,255,67.89551623228638
150,46,121,255,44.070488313724326
128,26,99,255,49.0805477351487
135,36,103,255,40.1872647354778
153,54,121,255,41.51361781598628
165,58,138,255,58.56870441821482
170,63,133,255,54.61644023592144
148,39,94,255,27.914639699254323
137,43,61,255,32.91154207192311
146,46,48,255,37.410884611139046
167,62,59,255,24.325233655471536
173,64,59,255,27.750682495656836
186,74,70,255,34.397232469371204
190,81,76,255,39.616213371993936
195,86,79,255,46.217505130261
186,46,49,255,46.7346217821163
156,9,15,255,84.30042412606976
174,27,33,255,61.8944724921995
176,31,36,255,58.03746591924269
222,93,35,255,86.27233087995465
215,98,31,255,85.27209007618443
152,102,67,255,42.11057577340045
130,110,122,255,68.26928026701346
115,28,62,255,56.03850851408112
129,31,72,255,41.72968511331389
139,33,82,255,33.54130948260005
152,38,100,255,31.352070891024074
158,41,112,255,38.1684548207679
169,51,127,255,49.844361129181365
170,51,133,255,55.750616704156904
168,59,140,255,61.024360573852796
130,27,100,255,47.645860974544675
130,30,100,255,45.47344431965957
133,37,101,255,39.530770908538045
160,52,128,255,48.92242730437393
178,67,133,255,57.47078950458572
134,26,76,255,42.29109851602982
137,39,64,255,33.847104315754244
126,35,52,255,49.09318534744261
128,32,36,255,60.273942042186796
159,59,59,255,21.916878889401886
166,63,58,255,24.77567634380903
181,74,68,255,30.783818963299048
183,74,69,255,32.098328957949704
193,80,74,255,42.083380592648986
198,83,78,255,47.46294172202906
210,91,87,255,62.080329079620434
210,74,76,255,56.03228431803412
161,18,22,255,73.4467507287169
165,16,22,255,75.07408663008229
167,16,23,255,74.58403110095809
209,55,63,255,56.81050705906512
227,102,46,255,88.83554618557093
209,89,26,255,80.91814225738808
220,115,34,255,95.45033811171871
120,81,48,255,51.517754994955176
111,90,105,255,57.872525774020254
93,87,97,255,69.16526684899857
125,35,70,255,42.09896621277716
129,30,74,255,42.134139156853934
140,33,87,255,33.681545271272874
148,36,98,255,32.44220314819788
164,48,119,255,42.044796535552045
165,47,125,255,48.11306633480862
180,58,145,255,69.27564715289871
139,35,110,255,43.43944478236703
119,19,89,255,57.15427858947554
131,35,99,255,41.020011945874884
149,53,117,255,38.301509073300416
173,64,145,255,67.00055040748992
165,53,125,255,46.564785973015866
176,66,127,255,51.11207647841508
122,16,62,255,59.9077943965056
135,42,63,255,33.56595490853056
150,54,56,255,26.28508114493545
152,53,48,255,33.83490984838977
168,65,58,255,25.833831576987
176,67,62,255,28.020725933675486
192,77,74,255,39.98871320868647
196,77,73,255,43.83701607715527
208,86,83,255,57.79042279508067
210,86,84,255,59.66902193568923
188,50,50,255,46.20669697596257
169,16,21,255,76.46375139766094
183,23,31,255,68.8333656111647
210,92,30,255,80.04145794688749
221,101,25,255,94.2062533160739
118,102,115,255,64.6525015709326
87,73,86,255,69.46901344811216
116,36,63,255,50.41146200464205
124,34,69,255,43.71844830152087
130,33,76,255,38.95750471266029
141,37,90,255,30.588568932998342
152,40,104,255,32.60468118544924
161,43,119,255,43.500557031397285
174,50,136,255,59.90930539671997
179,54,146,255,70.22020177130105
158,51,129,255,49.966626304534216
123,23,93,255,52.408897128737415
126,30,94,255,45.68960722725376
130,35,99,255,41.62251448805188
161,50,126,255,47.56034512031048
164,57,113,255,34.13824640769714
123,30,49,255,55.42510951266819
128,36,37,255,57.61481342634551
142,47,43,255,42.52167593399477
157,56,51,255,30.071201552104984
180,68,64,255,30.117240839777565
193,75,73,255,40.397074091599606
203,79,79,255,50.49493332650129
210,86,84,255,59.66902193568923
210,88,85,255,60.562145234608224
211,89,84,255,61.824800175826944
212,80,78,255,59.3795597395602
163,20,22,255,72.44292862841223
168,15,20,255,77.67679861780798
174,13,21,255,79.33497051221424
209,97,33,255,79.5487423056074
218,89,21,255,90.34597596821864
233,112,33,255,103.66058450250384
149,106,64,255,47.18284348958663
97,83,98,255,64.44093361599158
120,116,130,255,81.2894894998696
116,36,63,255,50.41146200464205
126,36,71,255,40.48880327295872
138,39,85,255,29.376104984221065
142,34,92,255,33.3264144447243
157,41,112,255,38.113295261278196
165,41,125,255,50.33343830459643
174,47,138,255,62.43321676606587
174,51,141,255,64.39652898670026
173,64,143,255,65.07369669826628
140,38,111,255,41.96597404426362
115,18,85,255,60.06859990214291
127,32,96,255,44.30996512560904
149,49,119,255,41.318501785972046
161,51,122,255,43.46929505066298
141,37,90,255,30.588568932998342
132,36,64,255,38.76702286242603
135,44,41,255,47.94210494855307
146,47,42,255,42.34004863835024
172,60,58,255,27.953069140890683
180,60,61,255,31.3969273280272
194,70,70,255,40.725375173491194
201,77,75,255,48.241165721151106
206,87,83,255,56.40821147197248
204,87,80,255,54.55950289922497
210,91,85,255,61.898945917562436
214,89,85,255,64.60009904357842
187,49,49,255,46.454694177624596
158,9,13,255,85.89813205401998
174,14,22,255,77.96698091329478
218,115,46,255,88.8103497783341
217,85,20,255,89.21697747105424
226,95,25,255,95.53242570946972
116,84,59,255,49.83610257823953
126,112,127,255,74.27126442819477
100,88,102,255,64.81570708425583
118,35,63,255,49.408118227806256
123,31,68,255,46.65988756318707
139,37,87,255,30.797947732155162
151,41,104,255,32.053490567627804
156,35,112,255,41.7253336399682
162,38,122,255,48.60446799099045
174,50,138,255,61.77064534263915
175,57,141,255,63.925994351606576
158,55,128,255,48.23582307969912
123,26,93,255,50.20357127275032
126,29,96,255,47.026155184253795
124,24,94,255,51.30022156426209
169,66,139,255,60.298567191815025
169,62,134,255,55.32109057747168
161,54,122,255,42.79352383818295
143,43,41,255,45.5361183968865
161,49,48,255,35.41744448220313
181,61,63,255,30.96822817659326
190,66,68,255,36.945405651894816
190,66,66,255,37.66265054207436
200,82,78,255,48.85260977958229
201,88,80,255,52.38974177748442
197,84,76,255,47.16570900923993
210,80,78,255,57.47622795035126
163,20,22,255,72.44292862841223
164,11,16,255,82.71398978615586
220,92,29,255,87.75230932069725
219,85,22,255,89.28926115419763
228,116,42,255,98.16795856747197
95,78,94,255,63.893658789435804
98,87,101,255,65.83196778775962
116,31,60,255,54.23781357662995
127,32,74,255,41.95244602186583
140,35,91,255,33.0236184860138
150,35,104,255,36.43907860062182
158,37,114,255,42.10752825742994
165,44,124,255,48.23813020200753
168,49,131,255,53.815339767674224
170,64,138,255,59.47052729261313
143,42,112,255,39.52574626147375
124,24,94,255,51.30022156426209
121,21,91,255,54.723413907275386
146,44,117,255,41.96742049774571
156,49,121,255,42.72189154154376
176,68,130,255,54.03992386671188
123,23,57,255,55.98136248373137
137,39,40,255,50.077674021641414
154,44,47,255,38.05068163101652
166,47,51,255,34.74230794736248
181,58,61,255,32.38575818444517
190,68,67,255,37.54805590853448
193,78,73,255,41.44429593381613
196,85,76,255,46.76499897047485
198,87,78,255,49.34577588094156
187,53,52,255,43.46314531776303
159,14,17,255,79.71521632936846
225,107,43,255,90.81547638872853
210,82,21,255,83.05873344282334
214,92,27,255,84.68018677233125
158,111,81,255,48.85774329336373
127,103,117,255,61.732255847235976
81,73,88,255,75.55915282738988
90,80,91,255,68.5985936127077
117,30,64,255,52.72907077757337
129,32,77,255,40.26356531746533
144,35,93,255,32.091709237199524
151,36,105,255,36.232950246344764
157,39,113,255,40.071558142228525
163,45,123,255,46.592131133423116
173,59,136,255,58.429747699681634
162,59,132,255,52.14187918883661
129,27,100,255,48.18630926180184
127,27,99,255,48.920968800162036
128,28,100,255,48.023758939073346
166,64,138,255,58.61666098930342
156,48,124,255,45.883798406240885
146,38,100,255,32.55313107469115
124,28,56,255,52.447308675292994
147,41,45,255,42.09758752289002
154,39,44,255,43.17730066496485
173,54,58,255,29.633926529435218
189,71,71,255,35.976803789714786
187,74,68,255,35.928950949825214
192,81,72,255,41.986714464712705
200,89,80,255,52.02928085103343
209,84,80,255,57.862523493027375
163,29,28,255,62.4864735595616
211,91,30,255,80.3633869862336
204,78,19,255,79.86704377541571
230,113,44,255,97.30439408068507
118,80,44,255,55.11913958239759
90,66,79,255,65.5200646117484
103,95,108,255,67.69891415291539
114,34,61,255,53.71475619289237
120,30,66,255,49.97465018576796
134,32,80,255,37.02599978562247
144,35,93,255,32.091709237199524
152,37,104,255,34.71828286245227
161,45,118,255,41.75155045946459
165,51,128,255,49.85853529651721
176,63,141,255,64.0324336734779
172,64,140,255,61.91644938829543
145,41,116,255,42.74466947762157
140,40,113,255,42.36470359396072
127,30,101,255,47.63879733539266
139,42,113,255,41.73365336349326
162,55,133,255,53.52330970170072
175,62,142,255,64.66544734852758
132,23,80,255,45.66608275075755
138,35,42,255,50.161679554164344
151,42,47,255,39.26950457032017
165,52,56,255,28.122644373859806
180,66,66,255,28.747148876682015
180,67,63,255,30.49976441287695
188,75,67,255,37.48895834399909
199,86,78,255,49.725693307664365
201,88,80,255,52.38974177748442
204,89,82,255,55.51904618895103
179,56,51,255,38.19484065791043
198,131,42,255,89.55025633013962
212,107,42,255,81.74660356697521
201,76,18,255,78.4903842618525
216,92,30,255,84.24892282191585
117,96,101,255,55.14446373455997
134,118,119,255,71.14311766064482
99,92,108,255,69.50256280360999
102,91,105,255,65.46700634652404
114,31,61,255,55.34951637163896
121,29,66,255,49.93099877656825
133,31,79,255,38.4435225471485
146,37,95,255,30.625451349303525
158,45,114,255,37.86282420418522
166,50,125,255,47.46346900677261
171,57,135,255,57.0459360877633
174,63,142,255,64.37376098341163
164,57,135,255,55.540842179496785
147,45,119,255,43.110654065911945
133,36,107,255,43.561180164378165
123,31,98,255,48.316264356207974
159,62,131,255,50.750514834546856
164,50,135,255,56.62865281230733
175,63,129,255,52.431082163587185
145,44,50,255,36.91499684942808
152,47,51,255,33.25839162176299
163,55,55,255,27.45778550682021
172,60,56,255,29.578477335163274
186,71,66,255,34.93548375802358
191,76,69,255,39.838441786012176
199,84,77,255,48.859628716066595
200,85,78,255,50.14263208651575
207,92,85,255,59.7614021974575
199,84,79,255,48.762188950051524
195,125,37,255,85.97670546550458
215,120,52,255,87.73233117739625
205,87,26,255,77.66452018308414
206,80,21,255,80.0174052941469
228,114,43,255,96.69568028395851
157,109,69,255,48.174760136663075
131,111,112,255,63.0478565960832
104,93,107,255,65.5589001475728
95,81,94,255,64.70012135837449
125,30,70,255,45.491532241784505
140,36,87,255,31.115150042195587
155,43,107,255,32.83482812624708
166,50,123,255,45.588300442418515
171,54,133,255,55.49815313064921
176,61,144,255,66.88607337368238
174,62,144,255,66.28650063159324
147,45,121,255,44.91120402437879
132,36,107,255,44.08365626376497
118,28,92,255,52.002439688992894
137,45,110,255,38.887747794074194
162,44,130,255,53.270605975311426
162,54,112,255,33.33248543954567
133,38,44,255,49.10549439983992
141,42,45,255,43.214922873394734
149,45,46,255,38.97615742422993
167,55,53,255,30.598576812270466
185,67,63,255,34.65939941630758
184,65,59,255,35.818339075374844
202,83,77,255,51.14017629389755
202,87,80,255,52.78564218750472
204,93,84,255,57.64656974220507
190,120,32,255,82.92703245168686
197,127,41,255,86.47844878473694
215,103,40,255,82.74278025676352
203,79,19,255,79.46763934953891
215,93,28,255,85.11024771488275
120,78,53,255,47.450947216618424
112,86,85,255,49.70195788423637
136,104,105,255,52.233921871684366
146,113,120,255,65.09405218021841
112,105,123,255,74.36637032282667
113,99,114,255,65.42902776267908
119,28,61,255,53.5807916229775
133,31,78,255,38.49234403577926
146,37,95,255,30.625451349303525
159,41,115,255,40.764816208706264
167,48,130,255,52.90624311003777
176,58,144,255,67.00776627423184
174,60,145,255,67.28303398520939
156,52,129,255,49.68719250359753
135,39,110,255,42.80688557296809
119,31,92,255,49.33728277506284
124,34,95,255,44.67262595779624
166,61,128,255,48.80336167318957
164,44,133,255,56.34629025794969
173,56,137,255,59.62024171726608
132,35,80,255,35.89171763720979
135,41,42,255,48.36303581326199
144,42,43,255,43.996190848978
160,48,47,255,36.57013999642524
176,56,55,255,33.27459023858257
184,61,56,255,37.60248694358083
200,78,73,255,47.886149767663866
197,82,75,255,46.38127693033342
200,89,80,255,52.02928085103343
202,95,85,255,57.167236457919415
186,114,32,255,77.19229171194186
191,119,37,255,79.83577563473987
202,131,49,255,88.81320968735729
200,84,23,255,75.87029495744711
206,80,21,255,80.0174052941469
227,110,43,255,93.84866625297617
210,120,49,255,85.47041573415457
133,97,107,255,49.19620425561366
142,112,124,255,67.53378246534047
102,90,104,255,64.66155235853567
116,102,115,255,65.82955737293229
122,26,63,255,52.23863136488913
136,30,79,255,37.62922719020624
147,32,97,255,35.49324218114768
160,42,118,255,42.95670177923403
172,54,138,255,60.52662266281042
171,57,144,255,65.71479066624264
169,65,144,255,65.11964294751319
143,45,118,255,43.190901201524944
123,33,95,255,46.0094246012455
116,26,87,255,53.92106856907393
132,33,97,255,40.953924288778566
155,38,119,255,45.58737769572668
131,39,42,255,51.05893831599566
142,42,42,255,45.39829949780183
153,39,39,255,47.50633897344149
166,44,43,255,42.911197600477614
185,61,59,255,36.536096144316886
193,71,66,255,41.206088136688436
186,71,64,255,35.805031384967144
195,84,75,255,45.51862140285791
192,84,74,255,43.070616605262366
189,112,40,255,72.37462631654351
192,116,40,255,76.57012666854867
193,121,36,255,82.69860887821001
201,102,35,255,75.64173625690238
201,74,21,255,75.79138915981513
214,88,30,255,81.4689566694363
154,105,72,255,43.61927761941637
102,71,89,255,54.79646972780005
119,91,106,255,53.00663305547565
136,112,125,255,69.61184988312317
121,110,127,255,75.10023302835343
119,109,120,255,71.29764259850123
93,81,91,255,66.02241088397301
120,32,56,255,52.537265600127434
121,24,57,255,56.48067191674966
134,28,77,255,40.49590436511521
145,33,97,255,35.184138403010365
164,51,131,255,52.558515043476966
163,51,137,255,58.220727362595774
170,62,147,255,68.2041136915411
156,54,130,255,50.301077081366515
132,35,102,255,41.899650084031954
123,32,93,255,46.06311658054848
118,33,92,255,48.857928569338426
137,45,112,255,40.43197597724071
164,52,126,255,47.53679428978801
161,49,123,255,44.97428274552272
163,50,120,255,42.153748405573104
145,45,45,255,40.69479450946414
156,42,42,255,43.38102056815774
161,39,38,255,48.64431835320788
176,56,55,255,33.27459023858257
180,62,60,255,31.947778473139426
185,72,68,255,33.54604001517905
192,79,75,255,40.62608079476277
195,80,73,255,44.03614857256115
185,106,37,255,68.37479136030137
186,110,35,255,72.65746189312638
186,114,29,255,79.10700519137706
198,127,39,255,87.88766704730166
207,117,47,255,82.33088812443444
206,82,30,255,74.09532656233033
204,73,21,255,77.48799251415397
224,112,40,255,93.89012144558308
223,115,50,255,90.99061529776293
103,77,44,255,65.47746529945893
113,90,106,255,56.79690529766759
127,106,115,255,62.62658963529383
137,115,118,255,67.37964267432247
87,81,91,255,71.71968162605285
115,105,114,255,67.7700903792209
120,28,53,255,56.33078986630647
128,27,67,255,46.579660896357936
136,29,85,255,38.74084804985885
150,39,115,255,42.03289010707262
165,53,137,255,58.16533168722293
169,61,146,255,67.02820965949236
160,56,135,255,55.16689033274764
139,38,106,255,38.88079123976979
126,35,96,255,42.99850476456827
112,31,89,255,54.14778082352162
123,37,102,255,46.39880437868359
157,45,121,255,44.14853252641215
146,35,94,255,31.851797652448756
131,33,34,255,59.99710017715006
153,40,42,255,44.408924352525624
158,40,40,255,46.159540161031096
157,41,41,255,44.75832935562256
169,53,53,255,31.930406483600883
182,68,67,255,30.33471873377757
191,75,75,255,38.20989417189711
197,79,75,255,45.18314707278301
176,96,27,255,66.44634992517177
184,108,33,255,71.82664060199052
186,118,33,255,79.32949348501626
191,123,38,255,82.20869606099002
215,95,43,255,77.61797339047996
202,72,22,255,75.33690221119262
209,89,26,255,80.91814225738808
91,69,81,255,64.75554306525042
120,97,103,255,54.539814143353865
129,107,109,255,59.343158797966396
139,116,122,255,69.95695661144629
122,111,128,255,75.91485516817369
125,115,124,255,74.91987381813831
108,95,104,255,62.283270709594724
121,23,61,255,55.64596226078728
131,27,78,255,42.90653159510969
138,29,97,255,41.01457254022522
158,49,128,255,49.490226182560065
162,55,135,255,55.4908319846875
165,61,138,255,58.429437850417116
150,49,119,255,41.175554125828164
131,35,99,255,41.020011945874884
121,36,95,255,45.652578097649375
122,33,97,255,47.382984681578606
152,50,126,255,47.35100229539367
174,63,140,255,62.46193521034041
161,46,131,255,53.45026707043916
122,20,67,255,55.46564677490918
139,37,38,255,51.96694755092603
152,42,43,255,42.63010850411633
156,44,43,255,41.584783300997756
168,54,54,255,30.36701758547458
180,64,65,255,29.06918147939675
187,71,71,255,34.116199604592204
193,75,73,255,40.397074091599606
176,93,23,255,68.29667519164853
181,105,30,255,70.8802200708499
183,118,36,255,76.44133150846682
185,120,38,255,77.53268750256836
196,120,45,255,78.98929745015529
220,106,52,255,83.04239044690746
206,80,30,255,73.58654794313075
202,76,18,255,79.07558465989923
221,108,38,255,90.5315933172471
213,120,51,255,86.71967897710849
145,108,56,255,52.90157291908638
112,87,91,255,51.091257240433954
126,102,102,255,53.9855249784261
138,117,116,255,67.6230252348566
139,117,120,255,69.57051613652854
88,80,91,255,70.50781311442132
121,109,119,255,69.73897976815084
96,80,90,255,62.7436783713457
131,29,76,255,41.444180300558386
133,27,89,255,42.61535439360989
145,38,110,255,39.64766625764537
152,46,121,255,43.87052855475269
167,61,136,255,56.83244487130892
166,63,134,255,54.66597433122165
138,39,104,255,37.41108387718978
125,35,96,255,43.68825636549221
126,36,98,255,43.15006205109205
130,30,102,255,46.371563389881814
156,42,127,255,50.81970528252249
177,64,144,255,67.21354438927315
172,69,122,255,45.32218418142219
145,45,47,255,38.968629089257945
149,43,45,255,40.76468558571668
156,46,47,255,37.11343541414524
168,52,53,255,31.824118218428385
178,59,61,255,29.946335670367347
184,66,66,255,32.237078643460194
178,96,22,255,71.1358796355258
171,98,21,255,71.06161552572513
168,107,26,255,71.56443104724113
175,114,34,255,72.22778764175358
194,117,45,255,75.78382219127188
218,113,56,255,84.21745432035803
206,86,34,255,72.64549321615937
201,69,20,255,75.96872609061563
212,88,28,255,81.31597513659037
209,121,41,255,88.76712215915781
113,79,52,255,53.707201856589265
120,96,94,255,50.79200476961726
127,103,99,255,53.070534533117076
135,111,111,255,61.10334700998355
124,116,131,255,80.25618761528766
113,103,114,255,67.75863365175553
114,101,111,255,64.46371919537208
87,71,81,255,68.96076469225582
126,30,68,255,45.334307323574514
129,29,81,255,42.431404969003225
133,29,92,255,41.7125573380203
146,39,109,255,38.03248507579781
159,51,126,255,47.118359294394246
174,68,140,255,62.72429195056725
153,50,119,255,40.57854052155818
124,28,91,255,47.63670710211607
125,31,93,255,45.36140820654285
129,33,97,255,42.73875187059302
152,51,121,255,42.278442806619594
165,54,131,255,52.17577255388332
142,42,94,255,27.815232758992853
131,42,44,255,48.24115468324569
140,41,44,255,44.83870342306583
146,37,40,255,48.52324252160763
158,43,46,255,39.469893297947046
176,57,61,255,28.761611645166266
184,65,67,255,31.700227535983313
174,97,19,255,72.96108388241208
166,95,15,255,73.9022701504788
163,104,24,255,70.58495327788349
173,114,36,255,70.43383934649339
191,114,42,255,73.63509355628545
206,119,52,255,81.18204379134478
212,116,55,255,82.10234953784838
213,102,47,255,77.55701640928574
201,71,22,255,74.59807287692709
203,73,21,255,76.86469486143787
221,113,41,255,91.83433164362674
220,126,38,255,100.18981057249799
106,85,80,255,54.39899391274773
124,101,95,255,51.99755519624837
127,103,101,255,53.8049197430813
80,72,87,255,76.31621938815536
120,108,120,255,70.13553177769026
110,97,107,255,63.083200262293154
124,27,70,255,48.306995018176714
127,27,79,255,45.25907267123303
142,36,100,255,35.37991367496269
146,39,109,255,38.03248507579781
165,58,130,255,50.71826224855921
167,61,133,255,53.89986234358486
137,36,102,255,38.64178704354021
121,25,86,255,50.98732595193387
129,38,97,255,39.48980073304184
128,33,97,255,43.36350128534929
170,66,141,255,62.47089423120265
161,53,129,255,49.80385655392113
165,59,133,255,53.58770796556282
126,26,76,255,46.8495002304134
138,46,51,255,37.79741492387934
144,39,44,255,44.634097004380855
156,41,46,255,40.401977195384546
170,51,57,255,29.7589759838139
175,59,62,255,27.06296165152202
173,103,18,255,76.57858942077414
166,100,16,255,75.39650429786454
163,106,27,255,69.45577469746961
173,111,36,255,68.2584767981245
183,109,38,255,68.89591210553314
195,110,43,255,72.44947750018882
205,118,51,255,80.22159310215687
207,82,34,255,72.14776914061376
198,68,18,255,75.75993596625858
211,88,28,255,80.62307451767734
221,115,37,255,94.71909175433441
149,112,68,255,51.69727619706093
115,95,88,255,52.580961012298786
127,102,98,255,51.95833974513238
142,116,117,255,66.43327027332802
123,115,130,255,79.36016265260834
101,90,104,255,65.48976015900517
111,99,113,255,66.24423342481856
95,82,92,255,64.60794564877904
119,28,61,255,53.5807916229775
126,29,72,255,45.13985197438899
135,32,87,255,37.0518483089145
138,32,98,255,39.06590722624089
150,40,113,255,39.83522044523467
166,59,131,255,51.82048204914179
159,54,121,255,41.60079891734713
134,36,97,255,37.70073368519246
117,28,82,255,51.454905511840906
120,31,89,255,47.97544694909231
156,56,128,255,48.02965732553816
155,48,126,255,47.7870593506398
178,73,132,255,57.376475234987694
129,39,48,255,47.791872795270685
139,36,43,255,48.50994052755032
151,36,43,255,45.86617863705262
156,37,43,255,45.09227618473052
157,40,46,255,40.96289466007201
180,115,25,255,80.36333397885711
167,103,16,255,77.08791473607958
155,96,18,255,70.94054910863916
163,99,27,255,65.26962393146395
179,105,34,255,67.36887833180948
191,111,40,255,72.64938526805801
197,117,46,255,76.90289061912773
208,117,52,255,81.07898734821119
209,98,45,255,73.52208926623118
196,70,20,255,73.17634655589663
204,73,17,255,80.59412806164161
230,111,43,255,96.65797354979692
98,78,71,255,60.261210392891115
120,95,91,255,49.40169459672414
127,99,98,255,49.69872230533761
141,112,114,255,61.77511911523166
87,81,95,255,72.42021981739407
110,97,114,255,66.3415201105827
120,108,120,255,70.13553177769026
86,75,81,255,70.5666646483482
116,32,56,255,55.31124303260428
124,30,66,255,47.22601329899016
125,26,73,255,47.853279665190186
138,33,92,255,35.93397471362115
137,27,98,255,43.46370887531801
158,48,121,255,43.11619953399001
169,60,128,255,49.57643012262168
154,54,116,255,36.58372246753717
124,39,94,255,41.3550853460621
142,47,115,255,40.120468961204594
163,56,136,255,56.48232173560695
160,53,133,255,53.62081653396578
164,52,134,255,55.26027346172123
148,54,107,255,28.825819242704867
134,33,41,255,53.49749683968526
150,39,46,255,41.83224085218127
154,37,45,255,43.4670655667645
153,40,46,255,41.001561775201175
198,138,42,255,95.03277981551754
179,118,29,255,79.42757302480378
158,95,16,255,72.29196406244361
158,90,17,255,69.24975446881186
168,94,21,255,68.51901515307779
188,112,37,255,73.64202086672195
188,115,38,255,75.13386176742532
200,120,47,255,80.26597993872794
203,107,47,255,73.3884021318979
199,84,30,255,70.09851014428668
201,65,13,255,81.40801832864703
218,88,26,255,86.839196598516
219,112,42,255,89.42485291761369
170,123,81,255,62.51716063330085
121,96,92,255,49.5938268670588
129,101,98,255,50.115024837248306
137,109,108,255,57.35996288092471
142,113,115,255,62.906164848867235
136,113,119,255,66.68519382486924
103,92,109,255,66.72091713743593
113,102,116,255,68.18468667659637
108,98,106,255,64.67920557258606
120,23,64,255,55.3082008167894
136,31,87,255,37.342716033285434
143,34,101,255,37.081699740600776
140,28,100,255,42.34115533872192
163,52,121,255,42.57134906596659
162,60,123,255,43.187375091109274
125,38,89,255,39.80782183559211
151,59,124,255,43.96066660755635
158,54,131,255,51.35034145429958
161,47,132,255,54.108627929947026
171,52,136,255,58.665486021290796
122,36,85,255,42.70745590702363
126,29,40,255,59.98168211555416
147,40,48,255,40.15432497931586
146,35,42,255,47.97765560703966
