R,G,B,Transparency,Distance
243,113,113,255,45.37776877556281
253,138,135,255,47.01444155293604
239,141,132,255,35.628601617933754
230,135,129,255,26.261347518987357
242,141,139,255,37.55835948125579
230,117,123,255,28.507596973612017
217,79,104,255,58.66913808773599
249,190,86,255,93.54229881933594
252,191,102,255,87.66739819509421
223,154,97,255,53.459712967622345
145,134,142,255,63.73224639211443
154,141,148,255,57.02306872593967
163,150,159,255,55.147968289520456
166,154,166,255,57.625768660476176
166,154,168,255,58.578361500779366
175,161,176,255,61.10606185362723
178,161,177,255,60.15894149432241
172,154,170,255,55.51323562027321
140,119,134,255,68.50263204845302
135,117,131,255,73.93782878255284
193,65,158,255,64.58907151635626
195,72,163,255,59.47014995736301
193,74,164,255,58.594186035002274
198,84,171,255,52.75293870063128
198,86,172,255,51.83935763049806
180,76,153,255,58.063940111079894
195,96,163,255,39.62177302192567
222,120,193,255,55.68391071241328
235,128,206,255,71.9843376329328
237,129,214,255,80.19627007725357
223,114,203,255,66.32353098494067
230,121,210,255,74.11560532987755
215,107,192,255,56.090773287391954
216,112,187,255,50.04615057476022
184,82,145,255,49.56480511046351
205,93,92,255,57.19605769646316
208,100,97,255,49.14542573873843
215,101,100,255,46.58216479482959
221,103,103,255,44.39188470744125
227,107,109,255,40.03151832219506
245,116,120,255,42.66837241429554
247,125,124,255,41.87232757652863
254,149,143,255,51.9963031369069
233,136,129,255,29.18060369769819
237,139,136,255,32.35463327617226
240,134,136,255,33.38225595615504
227,110,119,255,31.577631978788673
218,82,104,255,56.51680557637263
248,195,83,255,98.35361037271727
252,190,89,255,93.24164486574227
254,177,97,255,81.30811324590293
202,135,80,255,60.468947641473186
152,139,146,255,58.146106842105816
156,141,148,255,55.13163269630369
171,157,170,255,57.77485889896
170,158,172,255,60.039534376736285
172,160,174,255,61.052488190121714
176,162,177,255,61.776056108124486
182,165,181,255,63.375227761141936
155,137,151,255,55.61842127725884
137,119,133,255,71.56439862884164
186,59,148,255,70.09595250816574
187,64,154,255,66.14913922818643
187,68,158,255,63.539725833650664
196,80,169,255,55.20971896990084
205,89,178,255,52.906387949555494
201,92,175,255,49.08623237495802
209,108,176,255,40.42354291274405
227,124,195,255,58.823951076925304
233,126,204,255,69.33313953963439
228,120,205,255,68.82200895912842
227,118,207,255,70.62670893061416
215,107,193,255,57.030890394419046
219,112,194,255,57.25251349089731
212,109,180,255,43.8782693947482
210,94,94,255,54.934506950626314
219,103,103,255,43.84943410172877
219,103,104,255,43.02464970507592
234,111,114,255,38.87146971362849
242,109,112,255,46.42912142020778
226,96,98,255,53.574451002335586
248,136,132,255,42.101658423948045
235,134,129,255,30.25351784853359
230,133,127,255,26.436041767259184
238,136,137,255,32.01491705245324
239,126,132,255,31.837963225422193
212,90,103,255,50.58258018324172
251,198,84,255,101.19154307543437
248,187,80,255,94.67837373228616
255,185,87,255,92.44923922429317
239,168,90,255,72.40947461741244
148,135,144,255,61.04378519750843
159,144,151,255,53.874742345598484
162,146,159,255,54.29702970207987
162,148,163,255,56.65383240405336
164,152,166,255,58.144336010365926
181,169,181,255,66.37532605519255
175,161,174,255,59.927085469377246
180,164,177,255,61.05827600526754
149,133,146,255,59.94892297010675
184,62,149,255,68.09604894980309
186,66,156,255,65.12733229147568
195,76,168,255,58.22915494440377
203,84,176,255,55.220258869893016
202,88,176,255,52.42653340451289
177,75,151,255,59.97396652022198
199,99,163,255,36.287274370721505
217,115,181,255,43.779139652755035
227,121,195,255,58.95005470836548
242,135,213,255,81.74385026138575
228,120,205,255,68.82200895912842
228,120,206,255,69.77690540840135
217,109,194,255,57.661386334420165
221,117,194,255,56.75353711294988
204,102,167,255,36.19352688451405
215,99,99,255,48.471142125831385
214,102,101,255,45.08172393720747
223,107,108,255,39.09529043636583
243,117,118,255,41.72622255412754
223,89,90,255,62.859327959890216
239,119,118,255,38.07155607208951
249,141,138,255,44.00926839484793
236,135,131,255,30.853739909920215
240,140,138,255,35.34638277801505
245,136,139,255,38.57697610246159
234,118,127,255,29.577965905179852
252,196,87,255,98.56777188932683
248,190,80,255,96.67027838364629
253,190,76,255,101.29372473185784
249,183,86,255,88.81900531220647
214,146,83,255,60.41754265797051
155,139,149,255,55.70289408780164
157,136,151,255,53.499774941749074
170,152,168,255,54.76366224972829
166,152,167,255,57.122482247586845
175,163,175,255,61.72278372565645
168,156,168,255,58.201287268756964
176,164,176,255,62.40218220430266
175,161,174,255,59.927085469377246
139,127,137,255,69.1022108177815
185,63,148,255,66.68363347316591
184,64,153,255,66.95193181807379
185,65,155,255,66.13047027195152
195,74,169,255,60.40598687178729
203,87,178,255,54.43455228294331
186,81,165,255,55.483684657150434
199,99,161,255,35.015297497675924
232,130,196,255,61.73789568780129
219,116,187,255,49.7354472804044
231,124,202,255,66.7564499684694
226,119,201,255,64.51482381692728
223,116,198,255,61.21414504087014
212,108,187,255,50.761071502705775
217,114,185,255,47.822108800765285
184,84,148,255,48.28883500389729
207,94,90,255,58.25469744014222
210,101,98,255,47.81774213066874
212,103,100,255,45.223855303421296
226,111,108,255,38.72259370360037
234,109,107,255,44.434885309760915
231,101,103,255,49.21253260375644
252,134,132,255,45.47729003506169
246,138,135,255,40.37108823905147
231,127,124,255,27.684981646524122
246,140,140,255,40.83701346090259
249,138,144,255,43.240641781596594
218,101,110,255,39.168533598468734
253,196,89,255,97.97568145233842
249,193,82,255,97.9383453698122
250,194,73,255,104.521642231478
254,192,81,255,100.03593779873559
244,165,88,255,74.36366662473995
195,127,78,255,62.72854270890466
142,126,137,255,66.0822665453201
164,143,158,255,51.11299355273169
161,140,155,255,51.802964885005466
160,146,159,255,56.002686342992874
165,155,166,255,58.86293705453379
164,154,163,255,57.808475358427394
171,161,170,255,60.08437412813498
179,167,177,255,63.46911107379871
157,145,155,255,57.01807760852696
135,125,134,255,73.22732239974314
181,61,148,255,69.99196391531136
187,67,157,255,64.15527822727542
196,72,168,255,61.427763026036324
201,80,175,255,57.83480896522008
196,86,175,255,54.18943878943278
181,76,160,255,59.63881033404318
184,84,144,255,47.73280990286527
220,120,182,255,44.59829180767036
224,123,189,255,52.21419629215404
222,119,192,255,54.82062456440677
225,121,198,255,61.206905058908895
221,117,196,255,58.682699300869345
217,113,192,255,54.757081233178816
219,115,190,255,52.79780418157609
209,106,177,255,42.19373870651445
206,98,95,255,51.92891530748741
212,104,101,255,43.870196296587984
220,108,104,255,40.97927375676196
231,113,111,255,38.38290421036108
219,91,92,255,59.28200458054689
247,119,120,255,43.90449671164832
250,136,135,255,43.60572247413871
240,132,130,255,34.032197970729925
241,135,135,255,34.72765617388832
242,136,138,255,35.73563541833141
232,121,127,255,27.242205865757242
248,191,86,255,93.80979593507934
249,193,84,255,96.78127254888669
247,195,75,255,102.76049097444378
254,192,79,255,101.21508597470648
255,183,89,255,90.03031827539198
233,158,90,255,64.3975008049349
162,141,156,255,51.515798391289024
155,132,148,255,54.19519198967777
159,143,154,255,54.26307467347193
159,147,157,255,56.583759155800685
162,155,163,255,59.84147967608041
164,157,165,255,60.19687131282156
180,170,179,255,66.2352234955325
174,162,172,255,59.97229773340407
154,142,152,255,58.0523060276465
186,66,155,255,64.87851570590726
192,67,161,255,63.937129755111144
198,74,170,255,60.332666909498776
201,84,178,255,56.78120864534645
195,85,172,255,53.24912901535182
199,101,160,255,32.92145644462883
224,126,187,255,50.28693013310257
221,120,188,255,50.61646548107032
229,126,199,255,63.25830434603371
225,121,198,255,61.206905058908895
224,120,199,255,61.97297908186061
218,114,193,255,55.68364444064137
225,121,198,255,61.206905058908895
193,89,164,255,46.1413045763831
203,96,90,255,57.428002811835505
211,106,100,255,43.76542105666932
214,107,101,255,42.75054327279694
221,109,105,255,40.02038468888657
235,117,115,255,37.1829071978115
228,92,96,255,57.99306373229757
250,128,127,255,43.84384512928355
251,139,137,255,45.25743920612995
242,137,134,255,36.4238193677585
242,138,137,255,36.45252905268366
240,134,136,255,33.38225595615504
244,187,84,255,90.56297137200829
249,192,85,255,95.50870590679565
249,194,78,255,101.01276390813099
252,191,76,255,101.50140302000102
255,188,82,255,97.28449027115589
249,175,88,255,82.55371305946885
204,138,80,255,60.872887691363445
136,115,130,255,73.31636478649521
156,136,148,255,53.89109209128577
159,143,154,255,54.26307467347193
159,146,155,255,55.60554967269585
164,154,162,255,57.406203602600925
160,150,158,255,57.29005987083591
175,164,172,255,60.677084806621956
176,165,173,255,61.33546228443069
168,157,165,255,57.33582152133345
148,137,145,255,61.48813031170865
183,61,148,255,69.24407245070982
186,58,153,255,71.82013081752544
195,69,166,255,63.36081832945288
199,78,173,255,58.49961112703098
197,81,172,255,55.88504812698587
183,71,155,255,61.52779113469783
173,77,138,255,59.41989101006593
215,117,178,255,40.09741294744708
220,119,185,255,47.59202708832945
225,124,194,255,57.254196809150706
227,123,198,255,61.69481850621387
230,123,201,255,65.49880380112243
222,115,195,255,58.25929983843427
227,120,200,255,63.76360703989951
209,105,184,255,48.94584191796406
206,101,95,255,50.43570674822966
214,107,101,255,42.75054327279694
210,101,96,255,49.556444990231704
229,117,113,255,34.587189749459014
221,101,100,255,47.848696403176646
242,112,114,255,44.311474907058646
252,136,136,255,45.44967767246699
239,134,131,255,33.312215151361784
237,136,134,255,31.4480333542354
241,137,138,255,35.11626095880926
246,189,86,255,91.56589108263428
251,193,86,255,96.52552250790492
253,191,82,255,98.32371921699739
252,188,78,255,98.31623348792775
253,193,79,255,101.43278451192451
251,186,84,255,92.90390362768731
234,156,82,255,70.16474650372133
197,131,81,255,59.66554411385725
153,135,147,255,56.46284563267878
157,140,150,255,54.259340220741024
160,144,154,255,53.70720598607771
164,148,158,255,53.08281479810852
159,146,155,255,55.60554967269585
169,156,163,255,55.19587903227599
173,162,168,255,58.483782129707265
175,164,172,255,60.677084806621956
157,144,153,255,56.15439901176926
135,122,131,255,73.56663402689291
184,56,149,255,73.68022354887056
191,63,158,255,66.93117924943951
197,72,164,255,59.47195056487371
196,76,166,255,57.05149026583408
199,85,170,255,51.19089403558134
196,100,164,255,37.11284791816768
214,115,180,255,42.30207586250866
218,117,185,255,47.423998552967916
223,120,193,255,55.94310673037801
227,121,196,255,59.89538013337856
226,119,197,255,60.70232324482008
221,114,194,255,57.252211351612964
224,117,199,255,62.28564735233562
203,99,174,255,43.61562928766272
213,101,97,255,48.8977370286995
214,102,98,255,47.65835707976805
217,108,103,255,41.087144354087805
232,119,115,255,34.66796214393324
224,89,93,255,60.78874257290897
245,125,124,255,40.01781178224538
239,131,128,255,33.51883909835618
231,130,126,255,27.02409482951961
239,138,136,255,33.75854599769895
247,188,86,255,91.29181926537316
250,188,85,255,93.19146145883902
252,188,82,255,95.87216599234249
251,189,78,255,98.52003812538857
253,196,80,255,102.88880238017337
255,195,86,255,99.76476560331983
250,173,85,255,83.7789182188943
226,152,87,255,61.57244340630056
152,135,145,255,57.20510847919083
162,142,151,255,50.44986472997224
163,143,152,255,50.1350093675799
164,147,155,255,51.66907169563473
169,154,161,255,53.25214543051663
173,160,167,255,56.74421833283944
171,160,166,255,57.52992391934316
166,153,162,255,55.3740855049222
158,142,152,255,54.34890384176416
185,57,150,255,72.56104778203225
194,67,158,255,62.50424213244181
196,72,160,255,58.12563273429191
200,82,168,255,52.283816023642316
177,68,149,255,65.59600196663861
170,75,143,255,62.90916325638468
208,111,180,255,43.00776974212649
219,119,189,255,51.2197052780312
223,120,191,255,54.02717805180272
224,118,192,255,55.48078956787477
230,124,199,255,63.59597078720003
218,109,190,255,54.05902614379179
228,119,202,255,66.04829036522221
223,116,196,255,59.29988474423382
181,78,147,255,54.73908657635043
219,103,103,255,43.84943410172877
211,103,100,255,45.14713512601143
218,109,104,255,40.0310347628996
229,105,105,255,44.909906751396385
236,112,112,255,41.19723189151072
248,141,135,255,43.27631676359948
234,133,128,255,29.443930260695726
238,134,131,255,32.38472479228697
243,178,78,255,88.29036203091064
247,184,81,255,91.67475396854589
249,188,82,255,94.53397472236063
249,189,79,255,97.03957422924809
253,194,78,255,102.70010509261233
255,196,83,255,102.09316845740061
253,185,86,255,92.02525558297052
238,169,91,255,71.91380792690386
206,136,87,255,53.5136379285993
142,125,133,255,66.33570745505355
159,136,146,255,50.69866289796532
161,135,146,255,48.55071114911385
168,145,155,255,47.427072825285855
167,150,158,255,51.56242729869418
170,157,164,255,55.50599404713396
166,155,161,255,56.01821651116071
172,159,166,255,56.28122245642968
173,157,167,255,54.94322564269168
151,133,145,255,57.87393464168528
189,61,148,255,67.30780965140568
194,68,152,255,60.031192231446134
193,74,158,255,56.331101266428654
190,78,162,255,55.19040924851698
186,90,161,255,46.674335869589235
220,120,192,255,54.24466558278773
220,117,188,255,50.75376862063263
221,115,187,255,50.40269684873071
232,124,199,255,64.31418239551292
224,115,194,255,57.82443223498917
228,116,198,255,62.62457940119793
227,115,197,255,61.52647911397268
206,97,176,255,46.17054612013993
181,74,144,255,57.88892011456356
214,91,93,255,57.75843909073687
210,102,99,255,46.45356280277658
208,101,95,255,50.394712738841186
232,112,111,255,39.30815679533278
246,137,132,255,40.49361071334134
238,137,132,255,33.10991212999548
236,133,128,255,31.221972808162143
245,167,69,255,89.87982213061679
252,180,80,255,92.08898741167741
252,188,88,255,92.40972827186046
248,186,83,255,92.16283341350038
250,188,79,255,96.81199730208266
255,194,83,255,100.71204594726342
254,194,84,255,99.69117579639575
248,182,88,255,86.50738826968967
229,152,84,255,65.04554395705775
201,132,90,255,50.317871500033796
151,130,139,255,57.255203898973456
155,129,140,255,53.1901276083798
163,140,150,255,48.65876767552619
162,142,151,255,50.44986472997224
164,149,156,255,52.85962001262171
166,155,161,255,56.01821651116071
170,159,167,255,58.05219251290909
175,162,172,255,59.41051905043848
174,161,171,255,58.815639593799254
133,121,133,255,75.40443544130163
192,64,151,255,64.11967076579808
194,72,157,255,57.58193979293314
196,82,167,255,52.51206235825856
181,78,159,255,57.658814882416884
210,110,180,255,43.387617952993615
209,108,178,255,42.246396817050936
218,112,184,255,47.57563358044292
232,126,200,255,65.24385423312619
236,128,204,255,70.52646964413607
228,119,200,255,64.15357696779996
227,115,197,255,61.52647911397268
228,115,197,255,61.842064249025256
205,94,171,255,44.40607756173831
209,102,96,255,49.05055947739178
210,105,99,255,45.04533013812561
219,104,101,255,45.04583301516714
229,101,100,255,50.60596777882012
229,114,111,255,36.91111217748107
241,132,127,255,35.8898445737718
243,136,130,255,37.83104581622436
233,138,46,255,97.48207398866121
255,175,82,255,89.412692293656
254,181,89,255,88.22939466845756
245,180,88,255,83.83692231469384
248,188,90,255,89.4568051520428
246,189,82,255,93.9517001705999
248,191,76,255,99.83387051174
251,189,78,255,98.52003812538857
245,175,80,255,85.95697491542047
215,145,75,255,67.73021796976082
186,124,83,255,60.49016738651641
150,130,141,255,58.27452545924201
143,123,132,255,65.47452102910555
149,129,138,255,59.18525814829015
165,148,156,255,51.5754135504842
160,145,152,255,53.56134964523812
164,153,161,255,56.51614970490201
169,162,170,255,61.92991910963983
166,160,170,255,62.72492486152295
171,165,175,255,65.16185819908634
160,154,166,255,62.13798792365271
189,58,151,255,70.59912041588441
192,67,158,255,62.98344010701552
187,72,157,255,59.675345339493575
189,82,162,255,52.18472657948202
183,84,151,255,49.415798498284666
195,94,162,255,40.53934433869006
218,115,186,255,48.75740357286326
221,117,192,255,54.82945150578937
224,120,197,255,60.049603777839046
230,127,206,255,70.22840628240164
224,117,197,255,60.372234045910886
236,123,203,255,69.57289840371689
223,110,188,255,53.07917577257478
213,108,102,255,41.304632988288475
208,101,95,255,50.394712738841186
218,100,96,255,50.9927254029801
255,133,130,255,48.55140676014923
250,137,131,255,44.44229979506913
255,157,72,255,88.11506006402274
255,176,91,255,84.52696296104263
248,181,92,255,83.52166932395237
247,187,91,255,87.75468589996206
246,189,84,255,92.74490383493625
249,194,78,255,101.01276390813099
250,191,75,255,101.2833680669691
254,187,82,255,96.15762759920001
225,153,69,255,77.58237512702178
206,130,78,255,61.56528569873659
147,130,138,255,61.25420515063911
155,138,146,255,55.01563552986732
156,139,147,255,54.43390915385396
156,141,148,255,55.13163269630369
160,149,157,255,56.53984369811777
164,157,165,255,60.19687131282156
163,160,169,255,64.30605533249346
170,167,176,255,67.5098581210885
171,168,179,255,69.257537343957
141,133,146,255,67.84104316656828
185,60,151,255,69.91853500045765
190,72,158,255,58.99401908537684
188,79,160,255,54.24452891463207
176,72,147,255,62.381124282578405
198,97,165,255,39.273774690693564
211,110,180,255,43.44443197986809
220,118,192,255,54.46452879995379
222,120,196,255,58.58106132391186
227,126,204,255,67.4053749185605
225,121,200,255,63.12670155564569
226,115,192,255,56.540572138336955
229,116,194,255,59.240026829710764
204,95,178,255,49.09632519662605
204,99,93,255,53.26443362285725
214,101,97,255,49.009406902617194
219,93,94,255,56.54334740958244
234,102,100,255,52.427853191953005
253,131,126,255,47.28512715383705
242,136,58,255,88.8213191893761
251,169,83,255,83.4083179327242
250,184,90,255,87.62527518514561
248,186,87,255,89.77404027677024
246,188,81,255,93.89102688942073
249,196,82,255,100.04532854640358
249,193,80,255,99.1222693009565
255,195,92,255,96.69071373767578
242,170,85,255,78.30895632301167
224,144,85,255,59.73448435058256
200,126,89,255,50.97362810621183
137,121,131,255,71.63006893400258
151,134,142,255,57.80483457891642
152,132,141,255,56.496776201162376
159,139,148,255,51.73198152234279
157,142,149,255,54.66102118306032
159,148,156,255,56.67824637718391
162,155,163,255,59.84147967608041
163,158,165,255,61.46364340671391
173,167,177,255,66.42837036980126
170,162,173,255,62.859295199301215
187,69,155,255,61.816691506431546
186,73,155,255,58.58811964859287
189,80,159,255,52.650774047300665
182,83,150,255,50.533066681216226
207,106,176,255,41.304932126733696
215,113,186,255,48.68660720490005
216,114,188,255,50.527850195131876
226,123,202,255,65.2281212124553
226,122,201,255,64.30638197185709
224,113,190,255,54.462608014130495
238,127,204,255,71.30778396436402
225,118,200,255,63.38637218767406
184,77,159,255,57.151459697075396
206,99,93,255,53.150413413262065
212,97,94,255,53.41174852901309
226,100,101,255,49.1473532083318
252,120,118,255,49.11848353302311
240,154,69,255,82.52316965568177
249,179,83,255,88.14519372868209
247,182,80,255,91.04841600600916
242,184,76,255,92.99384961968175
245,193,81,255,96.93213486197533
248,194,85,255,96.50429250743105
255,193,92,255,95.25227176458147
255,184,99,255,85.53352409545907
246,161,94,255,69.23661924410536
218,138,89,255,52.93111423886134
140,120,131,255,68.72130082697485
152,131,140,255,56.36034675663247
157,136,145,255,52.51799931073143
161,141,150,255,50.82183131546589
165,150,157,255,52.824896979488614
167,156,164,255,57.05318673405875
163,153,161,255,57.29870765600603
172,162,171,255,60.6008442794696
180,170,179,255,66.2352234955325
159,146,156,255,55.89565963118498
181,66,151,255,65.917865281719
194,80,165,255,53.6549724358142
178,69,150,255,64.41401855979865
200,101,168,255,38.230046592636164
208,106,179,255,43.97810284699007
211,107,182,255,46.40006058484663
223,119,198,255,60.84669114476074
227,120,200,255,63.76360703989951
228,120,196,255,60.293784226457625
231,123,199,255,63.97133229338835
227,120,202,255,65.66957290209822
216,108,193,255,56.85512431604059
209,98,91,255,55.353605442256516
215,97,93,255,54.564339132617114
228,103,101,255,48.481719796255625
227,93,94,255,58.62266083715703
237,94,98,255,59.214770252168854
227,132,48,255,93.5390493893483
248,170,72,255,90.3181784873665
248,181,74,255,94.88736609798062
240,182,72,255,93.84295508269685
239,187,77,255,93.22313078424519
244,191,85,255,92.75881137932281
250,191,91,255,91.95587216829227
253,184,93,255,87.47589107940404
255,183,106,255,81.75186602893655
220,137,71,255,70.4007314334383
213,143,94,255,49.030823320203496
149,127,139,255,59.06897279024668
148,127,136,255,60.15951657442523
157,137,146,255,52.85392403784569
164,144,153,255,49.878346777957184
166,149,157,255,51.539825338453525
165,150,157,255,52.824896979488614
174,158,168,255,55.41740121151983
177,164,173,255,60.165794174676456
177,165,175,255,61.94890987312483
141,131,140,255,67.3069284986686
181,61,148,255,69.99196391531136
191,73,161,255,58.83298244408409
190,76,161,255,56.511368900679386
178,81,148,255,53.95427365224825
203,103,173,255,40.52373626075396
211,107,182,255,46.40006058484663
217,110,190,255,53.595657031054785
226,117,198,255,61.879082182380344
226,120,195,255,58.712232527021925
217,110,188,255,51.7087925810029
223,118,200,255,62.880566332352934
219,114,198,255,60.69052308740963
197,89,174,255,51.16863505811657
219,95,93,255,56.25745614463541
230,100,100,255,51.50580384632097
246,156,60,255,93.25579631580496
251,179,71,255,97.12502458106339
244,184,72,255,96.49006259255066
237,185,76,255,91.93605983720134
243,190,86,255,91.07448598754335
248,189,89,255,90.71505828803538
255,192,97,255,92.1394807285841
255,176,87,255,86.87587134876362
252,169,89,255,80.02478644770424
203,125,61,255,78.48775739246342
211,149,100,255,46.17940326810603
139,119,131,255,69.78993111860323
143,126,136,255,65.1264279611783
151,131,140,255,57.35464591564837
154,135,141,255,54.980910761302866
158,137,144,255,51.66986880389326
165,144,153,255,48.99778317149259
174,154,163,255,50.607831483382306
172,156,166,255,54.519975522820125
174,164,173,255,61.76668158007339
171,165,175,255,65.16185819908634
186,63,153,255,67.18168133959706
191,73,161,255,58.83298244408409
180,66,151,255,66.33424217461449
194,94,164,255,42.014287848274925
212,108,183,255,47.02441850030966
210,101,182,255,48.98709833718005
222,113,196,255,59.58518928458434
220,113,191,255,54.37637510196558
220,116,193,255,55.719239601919845
219,114,196,255,58.759206684724134
217,112,196,255,58.82753578549545
224,116,201,255,64.336208041126
219,94,90,255,59.26895574298513
227,95,93,255,58.346958782897914
233,117,60,255,83.54390112209978
242,134,46,255,99.72440303818279
246,169,65,255,94.36113663276157
245,185,75,255,95.43247725242409
237,183,77,255,89.94713926971009
244,189,86,255,90.75486682773516
251,189,88,255,92.62652980790317
251,183,82,255,92.19160382961195
255,193,91,255,95.75305564372893
252,173,81,255,87.41500586257796
234,151,75,255,74.0905611838939
214,138,78,255,62.97734527323765
183,131,84,255,61.024209049788055
140,127,137,255,68.10322179106925
147,132,139,255,61.437155749812334
150,131,137,255,58.3916029586707
161,135,144,255,48.31641885197429
172,145,154,255,43.75743067464243
172,149,159,255,47.56730483046392
173,156,166,255,53.86428324434808
166,160,170,255,62.72492486152295
174,172,183,255,72.64292431194144
143,140,151,255,67.75955810462789
184,61,152,255,69.50586516825862
184,68,156,255,64.04530975297776
172,72,142,255,64.12435962309104
205,101,176,255,43.920197451610754
210,101,182,255,48.98709833718005
214,105,188,255,52.95047004476096
216,112,191,255,53.87028524299937
226,123,202,255,65.2281212124553
220,117,198,255,60.41043900869345
224,119,201,255,63.98668560952556
223,116,198,255,61.21414504087014
208,99,180,255,48.26049292606629
181,72,139,255,59.47512227166635
225,100,96,255,52.80900484721229
232,128,67,255,76.25370202180562
239,153,56,255,93.20714501889852
244,177,73,255,91.64787955299784
238,179,75,255,89.18816191200962
244,187,82,255,91.79845620336934
244,181,76,255,91.88348248593795
255,188,83,255,96.69860215391564
253,186,79,255,96.87757124374214
255,196,94,255,96.46159219554782
249,165,79,255,83.18348877718459
218,136,63,255,77.75966895834483
223,159,98,255,55.58359145244129
132,120,132,255,76.54736162146021
140,124,134,255,68.24849972368946
145,126,132,255,63.46595726063624
162,135,144,255,47.343527636815026
171,141,151,255,42.00641538675753
164,138,149,255,46.92720417976304
170,152,164,255,52.77943025641497
161,155,167,255,62.28531011574749
168,166,179,255,69.71160446372443
183,181,194,255,82.18675375101009
186,68,154,255,62.82493960034103
193,89,164,255,46.1413045763831
214,105,186,255,51.11806975577087
206,97,180,255,49.40758822126933
217,112,194,255,56.903284124806675
219,116,197,255,59.38931577487861
229,126,205,255,68.94707198968817
228,124,203,255,66.73808049637059
216,109,187,255,50.90647225226232
232,123,202,255,67.1290359488163
190,79,156,255,52.12432281763201
184,76,138,255,54.57050564963953
229,140,70,255,73.96933926369596
238,138,53,255,92.30305747721212
244,165,70,255,87.75931809345386
239,174,72,255,88.85477788551772
241,180,74,255,91.55342632959895
249,185,77,255,95.73811179782855
254,190,80,255,99.30127085431677
247,185,74,255,96.89621592285587
254,187,82,255,96.15762759920001
255,184,91,255,89.5834965524755
242,160,78,255,78.36686243587593
203,129,58,255,81.58114316718815
214,157,104,255,48.053334467174885
138,121,131,255,70.63851678729114
140,119,128,255,69.22806461508169
148,122,131,255,60.68098764429156
163,137,146,255,47.086483800652076
166,144,156,255,49.05872876203543
164,148,159,255,53.44279968426921
163,155,170,255,62.21229176504951
156,152,167,255,64.83552416647343
176,172,186,255,73.5928246708554
163,157,171,255,63.69313702943012
183,72,149,255,59.385459820505936
220,111,190,255,53.91051577604824
204,95,178,255,49.09632519662605
208,103,187,255,52.49482021552512
216,113,196,255,58.470463582641756
222,118,197,255,59.74938920400006
226,120,195,255,58.712232527021925
226,120,194,255,57.764856418972045
222,114,189,255,52.75425032217814
219,111,186,255,49.94016407672837
195,89,151,255,40.00459472627098
217,98,92,255,55.20720491029461
222,145,67,255,76.33566981129715
219,125,51,255,89.00440665027244
244,154,68,255,84.99093500186716
246,174,76,255,88.62897351783101
242,177,73,255,90.88161128481326
245,181,71,255,95.77979732777125
252,189,76,255,100.21195521613774
249,189,77,255,98.29539024892509
248,185,79,255,94.01887041759404
255,188,90,255,92.79575926161557
252,172,83,255,85.53963437475093
222,141,60,255,82.12492626204283
214,143,81,255,61.33869878177394
179,133,97,255,51.95034907390108
139,119,131,255,69.78993111860323
144,123,132,255,64.48136306258759
147,126,133,255,61.36890009645313
149,130,136,255,59.34011276588724
161,145,155,255,53.467693870652475
153,141,153,255,58.927371776772524
166,155,171,255,60.59304162292595
159,150,167,255,61.61449652808368
165,157,172,255,62.80947279423146
176,169,184,255,70.42769590472751
131,125,139,255,77.03405537926261
180,67,145,255,64.64669706225004
198,92,167,255,44.20268638772915
213,106,186,255,50.62779079251972
203,98,182,255,50.73514151341425
207,102,186,255,52.032449840897144
218,111,191,255,54.45020445880143
221,115,190,255,53.24917542303314
223,117,189,255,52.488974800949414
224,118,190,255,53.58565842340215
228,122,194,255,58.281592640634294
196,90,162,255,43.38402959908604
187,80,150,255,50.78492837564392
213,98,91,255,55.567569221001705
215,92,87,255,62.240937659989804
215,145,60,255,82.11070732974946
222,137,57,255,84.363872518769
241,135,59,255,87.40475760467204
252,169,77,255,88.0669921796415
242,173,70,255,90.91879202090749
242,178,68,255,95.14609102377489
247,185,72,255,98.25569417475731
251,191,79,255,99.22018126479175
245,184,77,255,93.46124070194004
254,190,90,255,93.67079857302777
255,188,92,255,91.74828695591533
244,160,72,255,83.9830102917524
216,134,61,255,79.24585472112545
217,153,107,255,43.71233154045298
151,128,138,255,57.12890612923469
144,128,131,255,64.6432184237086
138,127,131,255,70.55562765840051
147,137,145,255,62.46484523963229
145,135,146,255,64.17350776129872
161,146,165,255,57.56144389490162
162,145,164,255,55.93617851702048
158,145,162,255,58.467321907274886
168,160,173,255,62.95494888671192
178,170,185,255,70.81895185529119
179,68,144,255,64.11679947432638
210,106,183,255,47.65847806705416
206,101,185,255,51.624078911208194
206,98,183,255,51.373164500974234
217,108,189,255,53.25455843963348
220,112,188,255,51.77545665880712
222,115,187,255,50.6691733507021
224,119,188,255,51.573025795060715
228,125,196,255,60.088164669220255
218,115,186,255,48.75740357286326
184,78,153,255,54.50920199089653
198,88,161,255,44.018111307746516
208,95,87,255,60.30381117348054
214,95,89,255,58.87991622754551
205,138,49,255,91.31081966022475
220,142,60,255,82.01028216085352
229,126,57,255,84.96029824548128
250,155,71,255,85.62214059461468
245,169,71,255,89.29264524821774
244,177,70,255,93.84184031098758
240,180,68,255,95.58771326407508
250,190,80,255,97.51414912518375
243,185,78,255,92.66355265855852
249,192,89,255,93.29149665859867
255,193,93,255,94.75939471902677
255,176,82,255,89.97599105646877
228,141,61,255,82.40419161219481
213,134,75,255,65.14577662491462
217,156,111,255,42.95703252896134
144,121,129,255,64.98233992411976
