R,G,B,Transparency,Distance
209,96,178,255,48.33389042172019
215,108,186,255,50.15115755548945
202,102,175,255,42.85890480546867
177,81,153,255,55.53258883697407
177,79,152,255,56.89834764688955
213,109,186,255,49.58146297470823
228,119,198,255,62.26544961178841
234,121,203,255,68.87977053293318
234,119,202,255,68.10268959945277
229,114,197,255,62.34039433309096
224,116,191,255,54.82400526306598
214,96,94,255,54.12607517980309
215,100,95,255,51.35280515771015
219,106,100,255,45.02086524729579
216,107,100,255,43.967350338103735
220,115,109,255,34.09376625427289
230,127,122,255,28.050484985908074
227,122,119,255,27.959612338383625
226,121,118,255,28.16752756451774
240,135,131,255,34.52081082626549
229,115,114,255,34.35873192043384
239,114,112,255,42.733015310948296
225,118,112,255,32.912647922681344
224,123,119,255,25.92276046741703
235,127,127,255,29.719255644280373
214,80,105,255,56.89169502922948
212,79,106,255,56.92184637088689
225,95,123,255,38.117310745320985
221,92,123,255,39.013433514628495
226,98,131,255,33.46329058350538
234,106,139,255,32.16262303971391
233,105,140,255,31.981232468202048
237,107,143,255,34.28810324667105
240,112,147,255,35.34277042464229
237,112,146,255,32.433994123927754
178,163,182,255,64.56729159967891
169,154,173,255,59.160479438426826
178,164,181,255,64.51075070644482
177,163,178,255,62.486889995333996
162,150,164,255,57.91461977822769
132,120,134,255,76.3818944096824
131,119,133,255,77.52330927274096
193,70,161,255,60.975717379310844
198,75,166,255,57.529902442084186
195,72,163,255,59.47014995736301
200,80,169,255,54.47794216386329
214,96,184,255,53.580938985864435
205,90,175,255,50.05089884961811
216,104,186,255,51.78681481805015
209,102,180,255,46.724262712926404
191,89,163,255,46.3120483240702
190,92,167,255,46.67345344566143
227,125,201,255,64.52435440134258
232,125,205,255,69.91029357550187
239,125,210,255,77.16035350330633
233,113,200,255,66.69371251844699
232,117,198,255,63.87973451920796
214,118,182,255,43.64984667629348
216,97,93,255,54.70100897970441
215,100,93,255,53.08874998679541
222,111,102,255,42.232931253282544
216,109,101,255,42.279715629881736
225,122,115,255,29.807430625017773
225,122,117,255,28.19890322105665
228,127,122,255,26.51345226687297
233,136,129,255,29.18060369769819
234,129,125,255,29.9283227397368
252,140,136,255,46.58187302058713
215,112,105,255,37.35210556738372
231,126,122,255,28.78738548339126
222,112,113,255,32.50374792031258
216,79,105,255,57.92652325784811
225,90,120,255,43.41243402389178
219,88,119,255,43.59579451481453
226,97,128,255,35.12405955573007
232,102,136,255,33.36655865945673
231,101,137,255,33.28200934687405
238,108,144,255,34.7563567893587
237,109,144,255,33.408389399138784
243,119,153,255,38.01766546641597
154,139,158,255,58.86431543950985
169,154,173,255,59.160479438426826
175,161,178,255,62.326928511395366
183,169,186,255,68.87153636868575
179,167,181,255,65.92206387324914
150,138,152,255,60.81232957122065
136,124,138,255,72.0521689171893
187,60,149,255,68.97661104346787
191,66,158,255,64.16331526582631
197,74,165,255,58.132257499437415
203,83,173,255,54.047985463441194
207,88,178,255,53.51544654874922
210,92,180,255,52.398432901639524
213,98,183,255,51.57261850801566
211,98,180,255,48.89606926255431
203,94,173,255,46.02964685925243
176,74,148,255,60.826401543643925
211,118,189,255,50.24880653335984
228,127,203,255,66.76166308983966
233,124,205,255,70.2661583042475
235,115,202,255,68.95441911525981
237,118,202,255,69.39543747640063
227,121,196,255,59.89538013337856
193,99,161,255,37.01987828640231
214,95,89,255,58.87991622754551
221,107,97,255,47.77814829226746
216,108,98,255,45.38151712693196
221,117,108,255,34.82914600452173
223,123,115,255,28.62980592009112
228,131,124,255,25.881577754997515
226,133,125,255,24.340007564526243
232,131,126,255,28.076402959906734
237,117,118,255,36.84396800191143
233,111,108,255,42.42607938595399
227,118,111,255,34.795996018459476
223,120,111,255,32.42108992662526
229,128,123,255,26.74497081925083
222,80,106,255,57.692970125042976
220,80,109,255,55.54867305903992
222,85,115,255,48.83497127716493
225,92,123,255,40.518898162143344
225,96,127,255,35.76827150785519
229,101,134,255,32.29214696672553
236,106,142,255,33.901972084814574
237,109,144,255,33.408389399138784
241,117,151,255,35.87035351772636
170,155,174,255,59.58433217213524
176,162,179,255,63.01568321203394
174,160,177,255,61.679135083509095
178,165,182,255,65.76499062043152
171,158,175,255,61.11237027150605
140,128,142,255,68.15303586584011
198,73,167,255,59.732222789804844
202,81,174,255,56.32495200755217
198,77,170,255,57.82022973487521
215,95,185,255,55.07402735259402
215,95,184,255,54.24758868034264
215,97,183,255,52.331177258078974
216,103,183,255,49.53566323364785
185,81,156,255,52.36771413659313
182,97,164,255,45.48790292547574
223,132,202,255,64.81784300788684
234,132,208,255,73.75435242759471
242,124,208,255,76.62098499896447
234,114,201,255,67.8113677970595
226,112,197,255,61.785322557727625
218,116,190,255,52.41873969651829
212,93,87,255,61.45066239621118
216,99,90,255,56.31390944142729
218,105,97,255,47.852406127540405
218,111,103,255,40.177543227197454
218,118,110,255,31.749239706612652
219,122,115,255,26.84926907672794
220,127,119,255,23.673911593824812
232,131,127,255,27.61579284340204
244,128,129,255,37.54168759679251
222,91,96,255,56.8026966538903
248,131,124,255,43.2263997512748
237,135,123,255,34.72903187862235
211,114,105,255,36.1599989412424
199,101,100,255,46.93576059123192
224,80,105,255,58.787734668750154
223,83,112,255,52.27471681094588
221,86,118,255,46.2818906077174
220,91,122,255,39.97146083877234
228,103,135,255,30.00493184948543
231,103,136,255,31.960027874678946
233,108,142,255,30.309119465462402
231,107,141,255,29.212653616855718
154,139,158,255,58.86431543950985
178,164,181,255,64.51075070644482
170,156,173,255,59.52305815892236
182,169,186,255,69.24128279693231
180,167,184,255,67.43659701775513
167,155,169,255,58.87066119155463
138,126,140,255,70.04409805044843
191,66,160,255,64.77365396754372
194,73,168,255,60.996335438612306
199,78,173,255,58.49961112703098
209,85,179,255,56.329112518930685
215,92,183,255,55.166158070394786
218,95,185,255,55.53330824009703
216,101,184,255,51.322808734640866
204,98,173,255,43.334274679298574
169,76,146,255,62.9819164538652
207,122,189,255,49.773558622306474
233,137,209,255,74.98243762219744
232,121,200,255,65.35681600433668
236,118,202,255,68.98400875654137
227,111,200,255,65.08727043128376
221,112,195,255,58.61795347045918
216,119,186,255,47.72437050297379
212,93,89,255,59.75683334429958
223,108,101,255,44.50907636964719
214,105,98,255,46.28679368593051
211,111,101,255,40.90240590037325
219,122,113,255,28.67382129311103
226,129,122,255,25.28231478837189
229,125,122,255,27.19922025975604
240,126,126,255,34.6482829812095
230,104,108,255,43.632859327022544
231,103,100,255,50.56608921456516
252,146,133,255,49.143917231541835
203,108,106,255,37.73765184697159
233,84,113,255,54.73002682664679
221,78,106,255,59.03767167362862
224,87,117,255,46.85632343314163
222,93,123,255,38.52311898603913
221,96,126,255,34.42801942870377
223,100,131,255,30.283507528162016
226,102,136,255,29.355196580235305
229,104,138,255,29.68705897714295
162,148,165,255,57.518274908691744
168,154,171,255,58.72251549925974
176,163,180,255,64.23685363773502
179,166,183,255,66.58351375768834
176,164,178,255,63.59817266450554
159,147,161,255,57.95784886460333
131,119,133,255,77.52330927274096
186,61,155,255,69.45483916353818
188,67,162,255,65.39549723681861
192,71,166,255,62.30483376841686
202,78,174,255,58.697120444463344
209,84,178,255,56.35221275667867
214,89,181,255,55.376242426178045
217,97,184,255,53.46743196803098
205,96,175,255,46.058539013055345
186,90,161,255,46.674335869589235
174,94,157,255,49.2960600515926
223,134,202,255,65.06497997373506
238,134,209,255,76.37986693938244
232,119,201,255,66.43615102216471
235,119,208,255,74.02023558672101
224,110,198,255,62.624342640387844
222,116,191,255,54.27527057737974
190,92,153,255,39.99430834140556
212,95,88,255,59.570381624791004
212,101,94,255,51.42968573208951
212,109,100,255,42.63207277235327
216,118,109,255,32.12164463268359
221,120,115,255,28.01162187385733
229,124,121,255,27.863965047034277
237,125,124,255,32.771314170957595
244,121,124,255,39.29750994459836
218,83,89,255,66.28713727346887
243,131,120,255,40.40377208323759
216,123,108,255,32.38363104524373
206,117,109,255,31.423205538744092
226,82,109,255,55.58195386920376
218,81,109,255,54.34002157873094
221,92,120,255,40.360936076761526
220,95,125,255,35.31229543329599
222,99,130,255,30.931545632144193
225,102,133,255,29.2532298086536
228,103,135,255,30.00493184948543
168,154,171,255,58.72251549925974
166,153,170,255,59.10220160981757
178,165,182,255,65.76499062043152
177,165,179,255,64.33551025117534
174,162,176,255,62.242003022353046
147,135,149,255,62.603102869061345
182,63,153,255,68.5977054568253
188,69,163,255,63.99232388998594
198,74,172,255,61.373658183440554
203,77,174,255,59.40737162588956
211,83,178,255,57.15233167611923
216,93,183,255,54.71094678453275
211,99,181,255,49.1957581903652
200,103,174,255,41.82966622480302
199,114,179,255,42.14343853323186
240,143,214,255,83.20416754629245
233,126,204,255,69.33313953963439
233,119,207,255,72.37942461966759
224,108,197,255,62.20419465880564
234,119,202,255,68.10268959945277
224,117,187,255,50.90511302087328
209,96,90,255,57.21516562474407
211,107,98,255,45.163771778451164
213,110,101,255,41.44663969349085
218,111,105,255,38.378772807094705
229,120,117,255,31.02921864560636
231,121,120,255,30.27823019258879
245,129,130,255,38.33677895481038
234,108,112,255,41.341839159754926
223,100,92,255,55.56558279461707
246,144,130,255,43.47853780837781
196,110,95,255,48.31017016687648
226,121,118,255,28.16752756451774
220,78,102,255,61.18106695223757
221,83,109,255,53.382924491074654
220,90,116,255,43.710211518316356
220,93,122,255,38.28598344528961
222,97,127,255,33.60980265931401
225,100,130,255,31.600787550985373
229,101,134,255,32.29214696672553
164,152,166,255,58.144336010365926
168,154,169,255,57.66835010779768
177,163,178,255,62.486889995333996
177,163,178,255,62.486889995333996
182,168,183,255,66.60527746630223
171,157,170,255,57.77485889896
188,69,159,255,62.62289574932096
197,76,171,255,59.359446392164
202,76,175,255,60.890070724930126
207,79,176,255,58.819749968553126
210,86,180,255,56.36753702429423
215,101,186,255,52.93196237056915
204,102,176,255,43.46377674758332
170,81,147,255,58.64511750172765
164,80,142,255,62.99890996575904
222,130,197,255,59.55319127448969
236,136,209,255,75.88225328512816
225,115,201,255,64.7381766822001
229,113,202,255,67.16407818339145
236,118,204,255,70.80599329525609
227,112,193,255,58.38637612637347
211,108,177,255,41.42797351618829
208,93,88,255,60.471467705538224
211,100,91,255,54.479234934802385
213,104,97,255,47.498810055716866
218,106,102,255,43.04230769373299
226,114,112,255,34.49605742872471
228,120,118,255,29.63489062812667
236,124,123,255,32.39797400265608
242,122,124,255,37.38284572370921
243,129,119,255,40.645028485216905
234,141,126,255,33.296324030459566
212,109,102,255,40.79447084192289
230,114,115,255,34.56521264808864
219,83,107,255,54.103371872533074
220,88,112,255,47.50887600625732
219,90,118,255,42.40689254075068
222,95,124,255,36.44828054109884
226,99,129,255,33.22869268666145
229,100,131,255,33.6554675902587
136,124,138,255,72.0521689171893
170,156,171,255,58.414888771486865
158,144,159,255,57.0292510384562
171,157,172,255,58.861103822473545
179,165,180,255,64.0255577665562
180,166,179,255,63.58385909905265
157,143,156,255,56.633116977499654
135,121,134,255,73.33514200068727
181,66,151,255,65.917865281719
194,73,166,255,60.08209146271824
199,75,173,255,60.934852357518906
203,74,174,255,61.85537594514586
206,80,177,255,58.70457173458494
212,94,182,255,52.87964066233121
206,97,178,255,47.77462246252963
191,95,166,255,43.5906548923202
189,98,167,255,43.078701448492055
232,136,208,255,73.5665388526054
233,129,208,255,73.18212181546922
235,123,207,255,72.87554705582664
230,112,200,255,65.81946544027959
229,114,199,255,64.19517106457893
222,113,194,255,57.68621637509668
193,93,163,255,42.53081318741596
214,101,93,255,52.50268107569135
220,107,101,255,43.99100613341314
218,109,104,255,40.0310347628996
223,118,114,255,30.233608101759042
227,119,117,255,29.898100767878265
238,124,124,255,33.67258361807597
232,107,111,255,41.229650419058466
255,149,136,255,52.859394055410014
224,126,113,255,30.80668942318345
202,99,90,255,56.073081765843355
240,131,126,255,35.153244949999575
218,84,109,255,51.942142960780544
220,86,113,255,48.53186647753297
221,91,119,255,41.66063041284966
224,93,124,255,38.88759268008329
227,96,128,255,36.436018096098046
165,151,166,255,56.92668675683706
145,131,146,255,63.6713546645154
169,155,168,255,56.984854959586265
177,163,176,255,61.269210855728346
175,159,172,255,57.58872722730807
185,169,182,255,65.49629480977961
147,133,146,255,61.91935729995015
186,67,157,255,64.49004920141299
195,71,169,255,62.95820025837238
202,73,173,255,62.223445905064615
207,78,178,255,60.8556388954601
208,85,176,255,54.249357647293806
212,98,183,255,51.485936928008485
206,102,177,255,44.173680593802715
215,122,193,255,54.2057544001219
250,146,221,255,94.20110312440981
234,125,204,255,69.69195142516189
233,119,206,255,71.44531823059862
232,118,206,255,71.19305299858488
226,116,203,255,66.76608004333653
220,116,195,255,57.64832074068961
214,95,89,255,58.87991622754551
218,105,97,255,47.852406127540405
214,107,99,255,44.55237061834097
216,113,108,255,34.47035430245933
226,121,118,255,28.16752756451774
232,120,119,255,31.816779651898635
241,121,123,255,37.001984289870414
233,115,105,255,43.60191592155466
254,148,135,255,51.5924919623998
233,129,118,255,33.080779089630646
206,102,93,255,51.75050450171367
217,79,104,255,58.66913808773599
219,80,109,255,55.34186299901419
220,85,115,255,48.30101306188744
222,89,120,255,43.16005293358272
223,92,123,255,39.722972590646336
138,124,139,255,70.04091100000569
156,142,157,255,57.529773578362054
171,157,170,255,57.77485889896
178,164,177,255,62.00198796731058
173,157,170,255,56.51372291427667
192,176,189,255,72.99367660909644
170,156,171,255,58.414888771486865
143,130,148,255,65.80137268316776
189,65,161,255,66.55116737728261
199,70,171,255,64.08676846634302
205,76,176,255,61.259678087180504
207,82,176,255,56.50585152481399
211,91,180,255,53.07993618658872
211,100,179,255,46.974214468294754
192,88,163,255,46.740664041022406
188,95,166,255,44.84802513696679
236,133,206,255,72.74562021069872
239,131,207,255,74.6657475654649
232,127,209,255,73.70846925157842
225,119,207,255,70.02367371772586
233,122,214,255,78.7931637699224
224,114,201,255,64.64556302116617
212,106,181,255,45.961961077607576
212,101,92,255,53.2007269884183
211,107,98,255,45.163771778451164
210,110,102,255,40.266260291084066
223,120,115,255,28.991680131390545
225,115,114,255,32.074746226687964
239,125,125,255,34.119982422784815
230,110,111,255,38.84798304960097
243,129,118,255,41.154231001945085
255,150,137,255,53.26830741164479
207,106,101,255,42.77880991561575
212,106,106,255,38.55426080087415
217,77,103,255,60.840950896314226
221,78,106,255,59.03767167362862
221,82,111,255,53.07902058470286
224,87,117,255,46.85632343314163
223,90,121,255,42.227011287142844
165,153,167,255,58.33604480165897
161,147,162,255,56.66856635782962
171,155,168,255,55.63398468204472
171,155,168,255,55.63398468204472
175,162,172,255,59.41051905043848
184,170,183,255,67.17312252670325
160,146,163,255,57.52991676025774
131,118,136,255,77.42000316979593
184,59,151,255,71.18018568954447
194,65,165,255,66.73166202172614
200,71,171,255,63.09593167765136
207,81,178,255,58.57095744100361
200,77,168,255,56.46547884349675
208,93,178,255,50.180508314475894
212,100,182,255,49.60396089970751
175,71,148,255,63.87307395255796
203,102,172,255,40.25886443921102
250,147,220,255,93.56575036864075
222,121,201,255,63.360304807054405
227,123,210,255,73.20124291940883
231,122,215,255,79.13813057710894
227,116,208,255,71.80794370252396
231,119,201,255,66.08198607957712
191,86,152,255,44.38281003452575
207,96,85,255,61.578978268698265
212,108,97,255,45.77555430429627
213,109,100,255,42.73671615000006
220,115,111,255,32.32769895625528
222,114,112,255,32.592098190390686
235,125,124,255,31.01761557010312
235,121,120,255,33.41413379498563
234,110,102,255,47.87243883355188
248,134,124,255,43.745512977198345
234,130,119,255,33.35668236188622
234,136,127,255,30.785478527632094
228,127,123,255,25.871040997810418
216,79,99,255,61.671682557930936
222,78,105,255,59.83337148998865
225,82,110,255,54.72447284992775
225,86,115,255,48.97656254057258
223,90,119,255,43.132647262128685
132,123,140,255,76.06199925724347
169,156,174,255,60.73227136683296
159,142,160,255,55.87054247849099
170,152,166,255,53.74349710055203
180,169,175,255,63.21918192525791
172,161,167,255,57.98294972817647
175,159,172,255,57.58872722730807
156,139,155,255,56.12335837591255
129,119,130,255,79.805727176389
188,60,153,255,69.35485991818344
196,70,169,255,63.62089935546362
203,79,177,255,59.65213729525485
203,82,179,255,58.704522623716365
202,83,175,255,55.416122894363255
207,91,179,255,52.24364938148836
198,89,170,255,48.329825649578176
178,83,149,255,52.511999612772364
223,127,198,255,60.5864276089606
226,128,205,255,68.15422032041279
235,132,215,255,80.64162113233307
226,117,206,255,69.51116242269919
228,118,207,255,70.90180034941388
220,110,196,255,59.8279195281068
221,115,189,255,52.29844234803099
213,102,91,255,53.73967289355021
213,102,95,255,50.173129138178325
219,107,103,255,41.98774302837451
212,104,102,255,42.99932248656714
227,119,117,255,29.898100767878265
233,124,119,255,32.20929119696491
232,113,107,255,41.98559478237342
254,127,121,255,49.52656639405615
255,142,135,255,50.1440122541695
238,135,126,255,34.29404856899702
236,138,129,255,32.53315715089685
210,109,105,255,37.91259853984558
221,80,99,255,61.78278275549103
224,82,108,255,55.52602478008628
223,89,116,255,45.412916695997076
168,122,99,255,56.90100413324306
153,140,158,255,60.02602583161246
166,148,164,255,53.90489264383158
162,144,156,255,52.52642910072182
155,144,150,255,57.34463477892401
163,152,158,255,55.740915331978506
180,164,175,255,59.844948377704846
179,162,178,255,60.905078234348686
148,131,147,255,60.82095733604082
186,60,157,255,70.84928004041035
192,68,166,255,64.92106007089563
198,77,174,255,60.03806635297552
203,82,177,255,57.37182020881989
210,91,181,255,53.804218778424016
206,93,175,255,47.94970306742653
176,70,145,255,63.879657149719755
198,106,173,255,39.933132592123386
228,130,205,255,68.82559953322419
232,129,210,255,74.73543267688356
228,120,206,255,69.77690540840135
234,124,213,255,78.12200183608397
227,117,204,255,67.86781090744012
225,118,198,255,61.47468549499923
209,106,175,255,40.418020283387754
208,93,88,255,60.471467705538224
218,104,103,255,43.114835219645016
220,112,110,255,34.2284127359481
218,113,110,255,33.20793737917565
228,121,115,255,31.721181130702902
237,122,115,255,37.94314511854103
223,87,87,255,66.3637960877288
255,135,131,255,48.74100487658805
249,141,131,255,44.77032975343503
237,139,128,255,34.11805101137089
217,120,113,255,28.25283390962551
205,101,98,255,47.87347982320562
219,75,98,255,65.76968116088112
221,84,110,255,52.03012263887289
218,161,118,255,43.033943782784355
160,144,155,255,53.98899504559811
160,144,154,255,53.70720598607771
148,137,145,255,61.48813031170865
158,147,155,255,56.86908913793093
172,158,171,255,58.24315096051693
186,172,187,255,70.49527812855564
163,149,164,255,56.69203682247969
187,63,159,255,68.34030474946269
195,71,169,255,62.95820025837238
198,77,172,255,58.90563800689217
202,83,173,255,54.15026735149051
205,91,176,255,50.08482315283822
196,87,166,255,47.94180012143577
170,78,143,255,60.55337390930153
220,123,194,255,56.00292168070311
230,128,204,255,68.36946138411899
230,122,207,255,71.21186378125492
231,121,208,255,72.52145206369875
227,117,206,255,69.77632105358751
226,118,203,255,66.5267486890852
223,119,194,255,56.99938050939994
189,87,152,255,44.328508807737215
211,99,97,255,49.74960585676502
218,113,110,255,33.20793737917565
209,105,102,255,42.34608981289988
225,116,113,255,32.580533416405835
239,121,117,255,38.38221746245387
237,110,104,255,48.075622279205
245,113,111,255,48.08651820916206
255,143,135,255,50.49229038516713
237,134,125,255,33.55221981088434
216,119,112,255,29.08422787199375
215,114,110,255,32.078290059129344
225,108,114,255,34.8918813157195
216,77,98,255,63.81966759186456
221,79,103,255,60.012109331609096
222,84,110,255,52.28830596065056
245,184,119,255,72.55069389093863
193,140,88,255,55.552876880418616
146,131,138,255,62.33934386574719
158,145,152,255,55.362005192934866
158,147,155,255,56.86908913793093
166,154,164,255,56.727718016023225
172,160,172,255,59.93922832168996
182,170,184,255,68.56171996349875
177,163,178,255,62.486889995333996
159,142,158,255,55.161782915670834
186,61,155,255,69.45483916353818
191,65,162,255,66.34208353163642
195,71,165,255,61.17470502554774
195,75,165,255,57.67618424044481
200,84,172,255,53.01968228490341
204,95,176,255,47.53686911658767
184,80,155,255,53.34835677766569
194,99,165,255,39.125376823348766
227,127,200,255,63.60144295921988
231,127,206,255,70.5475890968963
226,118,203,255,66.5267486890852
225,116,205,255,68.42127876866991
226,118,204,255,67.48448638274826
216,111,193,255,56.03261042619422
220,117,188,255,50.75376862063263
209,90,92,255,58.85553380532479
205,93,92,255,57.19605769646316
207,103,100,255,45.061410279889486
206,102,99,255,46.456435328140515
221,112,109,255,35.442487294745966
229,111,109,255,39.42824760995727
243,118,116,255,42.60788482927836
255,134,131,255,48.545196806541426
243,136,128,255,38.37307396005687
218,121,114,255,27.505507392878837
221,124,118,255,24.977819904603948
240,130,133,255,32.97172251398737
217,96,105,255,45.806719734707535
220,82,105,255,56.288217955421565
217,79,104,255,58.66913808773599
250,189,100,255,86.06341894363455
234,176,103,255,67.80398185255513
154,141,148,255,57.02306872593967
157,146,152,255,56.63097883630333
172,160,170,255,58.872878895077044
168,158,169,255,59.78157155621193
171,159,173,255,60.52335087542762
180,166,181,255,64.85061572825236
180,163,179,255,61.69083293121403
142,124,140,255,66.04400001958663
187,59,152,255,70.39720364656554
195,70,164,255,61.651824793483605
198,75,166,255,57.529902442084186
196,80,168,255,54.678747768514164
203,91,175,255,49.520453776308834
190,83,163,255,51.45460136071529
217,117,187,255,49.160935535633605
231,127,204,255,68.66052071590522
230,123,205,255,69.27830644717345
232,124,210,255,74.63335568251168
226,117,206,255,69.51116242269919
224,116,202,255,65.29544606106677
224,120,199,255,61.97297908186061
204,101,170,255,39.14032190151493
205,93,92,255,57.19605769646316
208,103,100,255,45.049572415628774
219,107,105,255,40.26991168381282
221,103,103,255,44.39188470744125
237,113,115,255,39.676661287752104
241,108,111,255,46.66190097753809
